date,hour,poa_wm2,dn_wm2,df_wm2,tamb_c,wspd_ms,zenith_deg,dc_w,ac_w
2012-07-29,13,998,921,99,26.7,6.7,12.6,4291400.0,3583333.333
2012-07-29,14,904,907,92,26.8,6.6,26.51,3887200.0,3583333.333
2012-07-29,15,750,872,87,26.8,6.6,40.47,3225000.0,3100094.47
2012-07-29,16,549,810,78,26.6,6.8,54.37,2360700.0,2272211.086
2012-07-29,17,321,694,63,26.4,6.9,68.11,1380300.0,1325300.375
2012-07-29,18,99,418,38,26.1,6.9,81.6,425700.0,395322.339
2012-07-29,19,0,0,0,25.8,7.0,94.9,0.0,0.0
2012-07-29,20,0,0,0,25.7,7.0,107.55,0.0,0.0
2012-07-29,21,0,0,0,25.5,7.1,119.3,0.0,0.0
2012-07-29,22,0,0,0,25.4,7.1,129.5,0.0,0.0
2012-07-29,23,0,0,0,25.3,7.0,137.02,0.0,0.0
2012-07-30,0,0,0,0,25.3,6.9,140.31,0.0,0.0
2012-07-30,1,0,0,0,25.2,6.8,138.35,0.0,0.0
2012-07-30,2,0,0,0,25.2,6.8,131.78,0.0,0.0
2012-07-30,3,0,0,0,25.2,6.7,122.14,0.0,0.0
2012-07-30,4,0,0,0,25.2,6.7,110.71,0.0,0.0
2012-07-30,5,0,0,0,25.2,6.8,98.25,0.0,0.0
2012-07-30,6,51,281,27,25.4,7.0,85.01,219300.0,193209.981
2012-07-30,7,260,637,59,25.7,7.1,71.65,1118000.0,1070550.962
2012-07-30,8,490,779,77,25.9,7.1,57.95,2107000.0,2027974.258
2012-07-30,9,307,10,300,26.2,7.0,44.09,1320100.0,1266885.897
2012-07-30,10,864,886,99,26.5,7.0,30.13,3715200.0,3566769.616
2012-07-30,11,975,912,99,26.7,7.0,16.2,4192500.0,3583333.333
2012-07-30,12,1016,915,103,26.9,7.1,3.55,4368800.0,3583333.333
2012-07-30,13,988,907,103,26.9,7.3,12.68,4248400.0,3583333.333
2012-07-30,14,890,879,104,26.9,7.4,26.57,3827000.0,3583333.333
2012-07-30,15,735,837,99,26.8,7.7,40.53,3160500.0,3038535.161
2012-07-30,16,241,11,234,26.6,7.9,54.44,1036300.0,991081.275
2012-07-30,17,308,636,72,26.3,8.1,68.19,1324400.0,1271059.399
2012-07-30,18,91,341,42,26.0,8.1,81.69,391300.0,361662.527
2012-07-30,19,0,0,0,25.8,8.1,95.01,0.0,0.0
2012-07-30,20,0,0,0,25.7,8.0,107.69,0.0,0.0
2012-07-30,21,0,0,0,25.6,7.9,119.46,0.0,0.0
2012-07-30,22,0,0,0,25.6,7.7,129.7,0.0,0.0
2012-07-30,23,0,0,0,25.5,7.6,137.26,0.0,0.0
2012-07-31,0,0,0,0,25.4,7.6,140.56,0.0,0.0
2012-07-31,1,0,0,0,25.4,7.5,138.58,0.0,0.0
2012-07-31,2,0,0,0,25.3,7.4,131.97,0.0,0.0
2012-07-31,3,0,0,0,25.4,7.3,122.29,0.0,0.0
2012-07-31,4,0,0,0,25.4,7.2,110.84,0.0,0.0
2012-07-31,5,0,0,0,25.4,7.3,98.35,0.0,0.0
2012-07-31,6,28,1,28,25.6,7.4,85.08,120400.0,96233.934
2012-07-31,7,245,546,73,25.9,7.5,71.71,1053500.0,1007816.532
2012-07-31,8,471,708,96,26.2,7.6,58.0,2025300.0,1949203.249
2012-07-31,9,112,0,112,26.4,7.6,44.13,481600.0,449997.709
2012-07-31,10,492,107,399,26.6,7.5,30.17,2115600.0,2036262.586
2012-07-31,11,955,862,128,26.8,7.5,16.25,4106500.0,3583333.333
2012-07-31,12,998,866,134,26.9,7.6,3.76,4291400.0,3583333.333
2012-07-31,13,971,855,137,27.0,7.6,12.77,4175300.0,3583333.333
2012-07-31,14,888,873,107,27.0,7.6,26.63,3818400.0,3583333.333
2012-07-31,15,733,831,102,26.9,7.6,40.6,3151900.0,3030324.535
2012-07-31,16,533,762,91,26.7,7.6,54.51,2291900.0,2206032.369
2012-07-31,17,307,630,74,26.4,7.6,68.28,1320100.0,1266885.897
2012-07-31,18,90,338,42,26.1,7.4,81.79,387000.0,357454.331
2012-07-31,19,0,0,0,25.9,7.2,95.13,0.0,0.0
2012-07-31,20,0,0,0,25.9,7.0,107.83,0.0,0.0
2012-07-31,21,0,0,0,25.8,6.7,119.63,0.0,0.0
2012-07-31,22,0,0,0,25.8,6.5,129.9,0.0,0.0
2012-07-31,23,0,0,0,25.7,6.3,137.49,0.0,0.0
2012-08-01,0,0,0,0,25.6,6.1,140.82,0.0,0.0
2012-08-01,1,0,0,0,25.6,6.1,138.82,0.0,0.0
2012-08-01,2,0,0,0,25.6,6.0,132.16,0.0,0.0
2012-08-01,3,0,0,0,25.6,6.0,122.45,0.0,0.0
2012-08-01,4,0,0,0,25.6,5.9,110.96,0.0,0.0
2012-08-01,5,0,0,0,25.7,6.0,98.44,0.0,0.0
2012-08-01,6,47,230,28,25.9,6.1,85.16,202100.0,176350.657
2012-08-01,7,69,0,69,26.1,6.2,71.77,296700.0,269045.283
2012-08-01,8,217,11,211,26.5,6.2,58.05,933100.0,890616.015
2012-08-01,9,692,832,95,26.7,6.1,44.17,2975600.0,2861865.771
2012-08-01,10,860,875,104,27.0,6.1,30.21,3698000.0,3550430.223
2012-08-01,11,968,890,114,27.2,6.1,16.3,4162400.0,3583333.333
2012-08-01,12,1012,898,117,27.3,6.2,3.98,4351600.0,3583333.333
2012-08-01,13,984,890,117,27.4,6.2,12.86,4231200.0,3583333.333
2012-08-01,14,889,870,112,27.4,6.3,26.7,3822700.0,3583333.333
2012-08-01,15,734,830,105,27.2,6.5,40.67,3156200.0,3034429.928
2012-08-01,16,533,759,94,27.0,6.7,54.59,2291900.0,2206032.369
2012-08-01,17,306,624,76,26.7,6.9,68.37,1315800.0,1262712.235
2012-08-01,18,88,323,43,26.3,7.0,81.89,378400.0,349037.459
2012-08-01,19,0,0,0,26.0,7.1,95.25,0.0,0.0
2012-08-01,20,0,0,0,25.9,7.1,107.97,0.0,0.0
2012-08-01,21,0,0,0,25.8,6.9,119.8,0.0,0.0
2012-08-01,22,0,0,0,25.7,6.6,130.11,0.0,0.0
2012-08-01,23,0,0,0,25.6,6.3,137.74,0.0,0.0
2012-08-02,0,0,0,0,25.5,6.0,141.07,0.0,0.0
2012-08-02,1,0,0,0,25.4,5.8,139.06,0.0,0.0
2012-08-02,2,0,0,0,25.3,5.6,132.36,0.0,0.0
2012-08-02,3,0,0,0,25.2,5.5,122.6,0.0,0.0
2012-08-02,4,0,0,0,25.2,5.4,111.08,0.0,0.0
2012-08-02,5,0,0,0,25.3,5.4,98.54,0.0,0.0
2012-08-02,6,49,301,24,25.5,5.6,85.23,210700.0,184780.639
2012-08-02,7,259,658,53,25.8,5.7,71.83,1113700.0,1066369.786
2012-08-02,8,490,799,68,26.1,5.7,58.09,2107000.0,2027974.258
2012-08-02,9,701,868,79,26.4,5.7,44.2,3014300.0,2898867.547
2012-08-02,10,342,4,339,26.6,5.7,30.24,1470600.0,1412863.335
2012-08-02,11,399,6,393,26.8,5.7,16.35,1715700.0,1650178.814
2012-08-02,12,1020,922,101,27.0,5.7,4.21,4386000.0,3583333.333
2012-08-02,13,435,12,423,27.1,5.6,12.96,1870500.0,1799794.634
2012-08-02,14,311,1,310,27.1,5.5,26.78,1337300.0,1283578.946
2012-08-02,15,499,142,391,27.0,5.5,40.74,2145700.0,2065266.697
2012-08-02,16,539,791,82,26.9,5.5,54.67,2317700.0,2230854.185
2012-08-02,17,311,669,65,26.7,5.6,68.46,1337300.0,1283578.946
2012-08-02,18,62,6,61,26.4,5.7,81.99,266600.0,239559.932
2012-08-02,19,0,0,0,26.2,5.9,95.37,0.0,0.0
2012-08-02,20,0,0,0,26.0,6.0,108.12,0.0,0.0
2012-08-02,21,0,0,0,25.9,6.1,119.98,0.0,0.0
2012-08-02,22,0,0,0,25.8,6.3,130.32,0.0,0.0
2012-08-02,23,0,0,0,25.7,6.4,137.98,0.0,0.0
2012-08-03,0,0,0,0,25.6,6.4,141.34,0.0,0.0
2012-08-03,1,0,0,0,25.4,6.5,139.3,0.0,0.0
2012-08-03,2,0,0,0,25.4,6.5,132.56,0.0,0.0
2012-08-03,3,0,0,0,25.3,6.5,122.76,0.0,0.0
2012-08-03,4,0,0,0,25.4,6.4,111.2,0.0,0.0
2012-08-03,5,0,0,0,25.5,6.2,98.63,0.0,0.0
2012-08-03,6,48,275,25,25.7,6.1,85.3,206400.0,180565.728
2012-08-03,7,255,634,58,26.0,5.8,71.89,1096500.0,1049643.483
2012-08-03,8,486,781,73,26.3,5.5,58.14,2089800.0,2011395.684
2012-08-03,9,289,5,285,26.7,5.2,44.24,1242700.0,1191735.523
2012-08-03,10,624,213,441,27.0,5.0,30.28,2683200.0,2581878.232
2012-08-03,11,978,919,97,27.2,4.8,16.4,4205400.0,3583333.333
2012-08-03,12,944,662,283,27.4,4.4,4.44,4059200.0,3583333.333
2012-08-03,13,996,921,98,27.5,4.2,13.07,4282800.0,3583333.333
2012-08-03,14,901,905,93,27.5,4.1,26.86,3874300.0,3583333.333
2012-08-03,15,745,868,88,27.4,4.3,40.82,3203500.0,3079578.697
2012-08-03,16,542,803,78,27.2,4.8,54.75,2330600.0,2243262.934
2012-08-03,17,245,262,149,26.9,5.3,68.56,1053500.0,1007816.532
2012-08-03,18,90,385,37,26.6,5.9,82.1,387000.0,357454.331
2012-08-03,19,0,0,0,26.3,6.4,95.5,0.0,0.0
2012-08-03,20,0,0,0,26.0,6.8,108.27,0.0,0.0
2012-08-03,21,0,0,0,25.8,7.0,120.16,0.0,0.0
2012-08-03,22,0,0,0,25.7,6.9,130.54,0.0,0.0
2012-08-03,23,0,0,0,25.6,6.7,138.24,0.0,0.0
2012-08-04,0,0,0,0,25.5,6.4,141.6,0.0,0.0
2012-08-04,1,0,0,0,25.4,6.0,139.54,0.0,0.0
2012-08-04,2,0,0,0,25.3,5.8,132.76,0.0,0.0
2012-08-04,3,0,0,0,25.1,5.7,122.92,0.0,0.0
2012-08-04,4,0,0,0,25.0,5.6,111.32,0.0,0.0
2012-08-04,5,0,0,0,25.1,5.7,98.73,0.0,0.0
2012-08-04,6,48,308,23,25.3,5.9,85.37,206400.0,180565.728
2012-08-04,7,259,670,52,25.5,6.0,71.94,1113700.0,1066369.786
2012-08-04,8,492,810,65,25.9,5.9,58.19,2115600.0,2036262.586
2012-08-04,9,705,884,72,26.2,5.7,44.28,3031500.0,2915308.624
2012-08-04,10,874,924,77,26.6,5.5,30.32,3758200.0,3583333.333
2012-08-04,11,985,936,88,26.8,5.4,16.46,4235500.0,3583333.333
2012-08-04,12,1030,944,89,27.1,5.5,4.68,4429000.0,3583333.333
2012-08-04,13,1003,939,88,27.2,5.6,13.19,4312900.0,3583333.333
2012-08-04,14,904,912,91,27.2,5.8,26.94,3887200.0,3583333.333
2012-08-04,15,747,874,87,27.1,6.1,40.91,3212100.0,3087785.486
2012-08-04,16,543,806,78,26.9,6.4,54.84,2334900.0,2247398.864
2012-08-04,17,310,674,65,26.6,6.6,68.66,1333000.0,1279405.923
2012-08-04,18,88,374,37,26.2,6.8,82.22,378400.0,349037.459
2012-08-04,19,0,0,0,25.9,6.9,95.64,0.0,0.0
2012-08-04,20,0,0,0,25.7,6.9,108.43,0.0,0.0
2012-08-04,21,0,0,0,25.5,6.7,120.35,0.0,0.0
2012-08-04,22,0,0,0,25.3,6.6,130.76,0.0,0.0
2012-08-04,23,0,0,0,25.2,6.4,138.49,0.0,0.0
2012-08-05,0,0,0,0,25.1,6.1,141.87,0.0,0.0
2012-08-05,1,0,0,0,25.0,5.9,139.79,0.0,0.0
2012-08-05,2,0,0,0,25.0,5.7,132.96,0.0,0.0
2012-08-05,3,0,0,0,24.9,5.6,123.07,0.0,0.0
2012-08-05,4,0,0,0,24.9,5.5,111.44,0.0,0.0
2012-08-05,5,0,0,0,24.9,5.6,98.82,0.0,0.0
2012-08-05,6,46,291,23,25.1,5.8,85.45,197800.0,172135.426
2012-08-05,7,254,648,54,25.5,5.8,72.0,1092200.0,1045461.507
2012-08-05,8,485,789,69,25.8,5.6,58.23,2085500.0,2007250.641
2012-08-05,9,694,861,79,26.2,5.4,44.32,2984200.0,2870089.507
2012-08-05,10,863,901,85,26.5,5.2,30.36,3710900.0,3562685.008
2012-08-05,11,971,911,97,26.8,5.0,16.52,4175300.0,3583333.333
2012-08-05,12,1015,919,99,27.1,4.9,4.93,4364500.0,3583333.333
2012-08-05,13,989,916,98,27.3,4.7,13.31,4252700.0,3583333.333
2012-08-05,14,894,899,93,27.3,4.8,27.03,3844200.0,3583333.333
2012-08-05,15,739,865,86,27.3,4.9,41.0,3177700.0,3054954.494
2012-08-05,16,537,802,76,27.0,5.1,54.94,2309100.0,2222580.886
2012-08-05,17,308,683,61,26.7,5.3,68.76,1324400.0,1271059.399
2012-08-05,18,87,399,34,26.3,5.5,82.33,374100.0,344828.783
2012-08-05,19,0,0,0,26.0,5.7,95.77,0.0,0.0
2012-08-05,20,0,0,0,25.8,5.7,108.59,0.0,0.0
2012-08-05,21,0,0,0,25.6,5.7,120.54,0.0,0.0
2012-08-05,22,0,0,0,25.5,5.5,130.99,0.0,0.0
2012-08-05,23,0,0,0,25.4,5.3,138.76,0.0,0.0
2012-08-06,0,0,0,0,25.3,5.1,142.15,0.0,0.0
2012-08-06,1,0,0,0,25.2,4.9,140.04,0.0,0.0
2012-08-06,2,0,0,0,25.1,4.9,133.16,0.0,0.0
2012-08-06,3,0,0,0,25.0,4.9,123.23,0.0,0.0
2012-08-06,4,0,0,0,25.0,5.0,111.57,0.0,0.0
2012-08-06,5,0,0,0,25.0,5.1,98.92,0.0,0.0
2012-08-06,6,47,319,22,25.2,5.2,85.52,202100.0,176350.657
2012-08-06,7,255,666,50,25.5,5.2,72.06,1096500.0,1049643.483
2012-08-06,8,485,799,65,25.9,5.1,58.28,2085500.0,2007250.641
2012-08-06,9,695,866,77,26.3,4.9,44.36,2988500.0,2874201.136
2012-08-06,10,321,2,319,26.6,4.8,30.4,1380300.0,1325300.375
2012-08-06,11,497,54,445,26.8,4.8,16.59,2137100.0,2056980.607
2012-08-06,12,352,2,350,27.0,5.0,5.18,1513600.0,1454535.202
2012-08-06,13,990,923,93,27.1,5.4,13.45,4257000.0,3583333.333
2012-08-06,14,890,885,102,27.2,5.8,27.13,3827000.0,3583333.333
2012-08-06,15,733,845,96,27.1,6.2,41.09,3151900.0,3030324.535
2012-08-06,16,531,776,86,26.9,6.6,55.04,2283300.0,2197757.152
2012-08-06,17,302,646,69,26.7,6.8,68.87,1298600.0,1246015.989
2012-08-06,18,83,343,38,26.4,7.0,82.46,356900.0,327992.482
2012-08-06,19,0,0,0,26.2,7.1,95.91,0.0,0.0
2012-08-06,20,0,0,0,26.1,7.1,108.75,0.0,0.0
2012-08-06,21,0,0,0,26.0,6.8,120.74,0.0,0.0
2012-08-06,22,0,0,0,26.0,6.5,131.22,0.0,0.0
2012-08-06,23,0,0,0,25.9,6.1,139.02,0.0,0.0
2012-08-07,0,0,0,0,25.8,5.8,142.43,0.0,0.0
2012-08-07,1,0,0,0,25.7,5.5,140.3,0.0,0.0
2012-08-07,2,0,0,0,25.6,5.4,133.37,0.0,0.0
2012-08-07,3,0,0,0,25.4,5.4,123.39,0.0,0.0
2012-08-07,4,0,0,0,25.3,5.5,111.69,0.0,0.0
2012-08-07,5,0,0,0,25.2,5.8,99.01,0.0,0.0
2012-08-07,6,45,287,23,25.3,6.2,85.59,193500.0,167920.036
2012-08-07,7,257,659,54,25.6,6.5,72.11,1105100.0,1058006.954
2012-08-07,8,492,801,71,26.0,6.7,58.32,2115600.0,2036262.586
2012-08-07,9,706,873,83,26.3,6.8,44.4,3035800.0,2919418.493
2012-08-07,10,878,912,92,26.6,6.8,30.44,3775400.0,3583333.333
2012-08-07,11,992,930,100,26.9,6.7,16.66,4265600.0,3583333.333
2012-08-07,12,1035,935,105,27.1,6.6,5.44,4450500.0,3583333.333
2012-08-07,13,1007,927,105,27.1,6.5,13.59,4330100.0,3583333.333
2012-08-07,14,912,921,93,27.2,6.5,27.24,3921600.0,3583333.333
2012-08-07,15,752,880,89,27.1,6.6,41.19,3233600.0,3108299.66
2012-08-07,16,544,811,81,26.9,6.9,55.14,2339200.0,2251534.634
2012-08-07,17,309,677,66,26.5,7.3,68.98,1328700.0,1275232.741
2012-08-07,18,57,4,57,26.1,7.6,82.58,245100.0,218494.171
2012-08-07,19,0,0,0,25.8,7.8,96.06,0.0,0.0
2012-08-07,20,0,0,0,25.6,7.8,108.92,0.0,0.0
2012-08-07,21,0,0,0,25.5,7.7,120.93,0.0,0.0
2012-08-07,22,0,0,0,25.4,7.5,131.45,0.0,0.0
2012-08-07,23,0,0,0,25.3,7.3,139.29,0.0,0.0
2012-08-08,0,0,0,0,25.3,7.1,142.72,0.0,0.0
2012-08-08,1,0,0,0,25.3,6.9,140.55,0.0,0.0
2012-08-08,2,0,0,0,25.3,6.8,133.58,0.0,0.0
2012-08-08,3,0,0,0,25.3,6.7,123.55,0.0,0.0
2012-08-08,4,0,0,0,25.3,6.7,111.81,0.0,0.0
2012-08-08,5,0,0,0,25.3,6.8,99.1,0.0,0.0
2012-08-08,6,45,280,24,25.4,7.1,85.66,193500.0,167920.036
2012-08-08,7,259,664,55,25.6,7.3,72.17,1113700.0,1066369.786
2012-08-08,8,496,809,72,26.0,7.4,58.37,2132800.0,2052837.323
2012-08-08,9,713,879,85,26.3,7.4,44.44,3065900.0,2948183.103
2012-08-08,10,396,13,385,26.6,7.3,30.48,1702800.0,1637701.476
2012-08-08,11,468,23,446,26.8,7.1,16.73,2012400.0,1936760.445
2012-08-08,12,1041,940,106,26.9,6.9,5.71,4476300.0,3583333.333
2012-08-08,13,1013,936,104,27.0,6.7,13.74,4355900.0,3583333.333
2012-08-08,14,912,906,107,27.1,6.7,27.35,3921600.0,3583333.333
2012-08-08,15,391,47,356,27.0,6.7,41.29,1681300.0,1616902.715
2012-08-08,16,289,40,266,26.8,6.9,55.25,1242700.0,1191735.523
2012-08-08,17,307,663,70,26.5,7.1,69.1,1320100.0,1266885.897
2012-08-08,18,82,345,38,26.2,7.3,82.71,352600.0,323783.007
2012-08-08,19,0,0,0,26.0,7.4,96.21,0.0,0.0
2012-08-08,20,0,0,0,25.8,7.4,109.09,0.0,0.0
2012-08-08,21,0,0,0,25.7,7.3,121.14,0.0,0.0
2012-08-08,22,0,0,0,25.6,7.1,131.69,0.0,0.0
2012-08-08,23,0,0,0,25.5,6.7,139.57,0.0,0.0
2012-08-09,0,0,0,0,25.3,6.3,143.01,0.0,0.0
2012-08-09,1,0,0,0,25.2,5.8,140.81,0.0,0.0
2012-08-09,2,0,0,0,25.1,5.4,133.78,0.0,0.0
2012-08-09,3,0,0,0,25.1,5.1,123.71,0.0,0.0
2012-08-09,4,0,0,0,25.0,5.0,111.93,0.0,0.0
2012-08-09,5,0,0,0,25.1,5.1,99.2,0.0,0.0
2012-08-09,6,43,243,25,25.4,5.4,85.73,184900.0,159488.775
2012-08-09,7,253,627,61,25.7,5.7,72.23,1087900.0,1041279.372
2012-08-09,8,489,779,81,26.1,5.9,58.41,2102700.0,2023829.854
2012-08-09,9,704,858,92,26.4,6.1,44.48,3027200.0,2911198.595
2012-08-09,10,693,306,430,26.7,6.1,30.52,2979900.0,2865977.719
2012-08-09,11,992,933,98,26.9,6.1,16.81,4265600.0,3583333.333
2012-08-09,12,1035,938,102,27.0,6.2,5.98,4450500.0,3583333.333
2012-08-09,13,1006,929,104,27.1,6.3,13.9,4325800.0,3583333.333
2012-08-09,14,910,917,96,27.0,6.5,27.46,3913000.0,3583333.333
2012-08-09,15,750,881,89,26.9,6.8,41.4,3225000.0,3100094.47
2012-08-09,16,542,814,79,26.6,7.0,55.36,2330600.0,2243262.934
2012-08-09,17,307,685,64,26.3,7.1,69.22,1320100.0,1266885.897
2012-08-09,18,82,373,35,26.0,7.1,82.84,352600.0,323783.007
2012-08-09,19,0,0,0,25.8,7.0,96.36,0.0,0.0
2012-08-09,20,0,0,0,25.6,6.8,109.27,0.0,0.0
2012-08-09,21,0,0,0,25.6,6.5,121.34,0.0,0.0
2012-08-09,22,0,0,0,25.5,6.2,131.94,0.0,0.0
2012-08-09,23,0,0,0,25.4,5.8,139.85,0.0,0.0
2012-08-10,0,0,0,0,25.3,5.5,143.3,0.0,0.0
2012-08-10,1,0,0,0,25.2,5.4,141.08,0.0,0.0
2012-08-10,2,0,0,0,25.1,5.3,133.99,0.0,0.0
2012-08-10,3,0,0,0,25.0,5.3,123.87,0.0,0.0
2012-08-10,4,0,0,0,25.0,5.3,112.05,0.0,0.0
2012-08-10,5,0,0,0,25.0,5.5,99.29,0.0,0.0
2012-08-10,6,44,269,24,25.3,5.8,85.79,189200.0,163704.485
2012-08-10,7,258,658,58,25.6,6.1,72.28,1109400.0,1062188.45
2012-08-10,8,498,809,75,25.9,6.2,58.46,2141400.0,2061123.732
2012-08-10,9,715,882,86,26.2,6.3,44.52,3074500.0,2956400.124
2012-08-10,10,889,923,94,26.4,6.3,30.57,3822700.0,3583333.333
2012-08-10,11,1002,942,101,26.6,6.2,16.89,4308600.0,3583333.333
2012-08-10,12,664,169,496,26.8,6.1,6.25,2855200.0,2746666.317
2012-08-10,13,1016,947,98,26.9,6.0,14.07,4368800.0,3583333.333
2012-08-10,14,916,933,89,26.9,6.0,27.58,3938800.0,3583333.333
2012-08-10,15,753,894,84,26.8,6.0,41.51,3237900.0,3112402.015
2012-08-10,16,543,828,74,26.7,6.1,55.47,2334900.0,2247398.864
2012-08-10,17,307,702,59,26.3,6.2,69.34,1320100.0,1266885.897
2012-08-10,18,81,400,32,25.9,6.3,82.98,348300.0,319573.372
2012-08-10,19,0,0,0,25.6,6.2,96.52,0.0,0.0
2012-08-10,20,0,0,0,25.4,6.1,109.45,0.0,0.0
2012-08-10,21,0,0,0,25.3,5.9,121.56,0.0,0.0
2012-08-10,22,0,0,0,25.2,5.6,132.19,0.0,0.0
2012-08-10,23,0,0,0,25.1,5.3,140.14,0.0,0.0
2012-08-11,0,0,0,0,25.0,5.2,143.6,0.0,0.0
2012-08-11,1,0,0,0,25.0,5.2,141.34,0.0,0.0
2012-08-11,2,0,0,0,24.9,5.2,134.2,0.0,0.0
2012-08-11,3,0,0,0,24.9,5.4,124.03,0.0,0.0
2012-08-11,4,0,0,0,24.9,5.5,112.17,0.0,0.0
2012-08-11,5,0,0,0,24.9,5.7,99.38,0.0,0.0
2012-08-11,6,41,261,23,25.0,6.0,85.86,176300.0,151056.875
2012-08-11,7,251,643,56,25.2,6.1,72.34,1079300.0,1032914.621
2012-08-11,8,72,0,72,25.5,6.2,58.5,309600.0,281679.464
2012-08-11,9,700,863,85,25.8,6.2,44.56,3010000.0,2894756.878
2012-08-11,10,871,904,93,26.1,6.1,30.61,3745300.0,3583333.333
2012-08-11,11,985,939,87,26.4,6.0,16.97,4235500.0,3583333.333
2012-08-11,12,1030,947,89,26.6,5.9,6.54,4429000.0,3583333.333
2012-08-11,13,1002,941,89,26.7,6.0,14.25,4308600.0,3583333.333
2012-08-11,14,902,916,90,26.7,6.1,27.71,3878600.0,3583333.333
2012-08-11,15,742,879,85,26.6,6.3,41.63,3190600.0,3067267.315
2012-08-11,16,535,812,75,26.4,6.5,55.59,2300500.0,2214306.947
2012-08-11,17,300,683,61,26.1,6.8,69.47,1290000.0,1237666.907
2012-08-11,18,77,373,33,25.8,7.0,83.12,331100.0,302733.234
2012-08-11,19,0,0,0,25.6,7.2,96.68,0.0,0.0
2012-08-11,20,0,0,0,25.5,7.4,109.63,0.0,0.0
2012-08-11,21,0,0,0,25.4,7.5,121.77,0.0,0.0
2012-08-11,22,0,0,0,25.3,7.5,132.44,0.0,0.0
2012-08-11,23,0,0,0,25.2,7.3,140.43,0.0,0.0
2012-08-12,0,0,0,0,25.2,7.1,143.9,0.0,0.0
2012-08-12,1,0,0,0,25.1,6.8,141.61,0.0,0.0
2012-08-12,2,0,0,0,25.1,6.5,134.41,0.0,0.0
2012-08-12,3,0,0,0,25.2,6.2,124.19,0.0,0.0
2012-08-12,4,0,0,0,25.2,6.0,112.29,0.0,0.0
2012-08-12,5,0,0,0,25.2,6.1,99.47,0.0,0.0
2012-08-12,6,42,286,22,25.4,6.2,85.93,180600.0,155272.905
2012-08-12,7,255,670,53,25.6,6.3,72.39,1096500.0,1049643.483
2012-08-12,8,493,817,66,25.9,6.3,58.55,2119900.0,2040406.51
2012-08-12,9,709,892,74,26.2,6.2,44.6,3048700.0,2931747.143
2012-08-12,10,881,931,80,26.5,6.1,30.66,3788300.0,3583333.333
2012-08-12,11,993,952,83,26.8,6.0,17.06,4269900.0,3583333.333
2012-08-12,12,380,2,378,27.0,5.9,6.82,1634000.0,1571131.371
2012-08-12,13,1004,946,89,27.2,5.8,14.43,4317200.0,3583333.333
2012-08-12,14,902,917,92,27.3,5.8,27.84,3878600.0,3583333.333
2012-08-12,15,741,878,86,27.3,5.9,41.75,3186300.0,3063163.201
2012-08-12,16,117,0,117,27.1,6.1,55.72,503100.0,471019.504
2012-08-12,17,66,0,66,26.8,6.3,69.6,283800.0,256409.663
2012-08-12,18,74,332,35,26.5,6.7,83.26,318200.0,290101.451
2012-08-12,19,0,0,0,26.2,7.1,96.84,0.0,0.0
2012-08-12,20,0,0,0,26.0,7.2,109.82,0.0,0.0
2012-08-12,21,0,0,0,25.9,7.2,121.99,0.0,0.0
2012-08-12,22,0,0,0,25.8,7.1,132.7,0.0,0.0
2012-08-12,23,0,0,0,25.7,7.0,140.73,0.0,0.0
2012-08-13,0,0,0,0,25.7,6.8,144.21,0.0,0.0
2012-08-13,1,0,0,0,25.6,6.6,141.88,0.0,0.0
2012-08-13,2,0,0,0,25.5,6.5,134.63,0.0,0.0
2012-08-13,3,0,0,0,25.5,6.3,124.35,0.0,0.0
2012-08-13,4,0,0,0,25.4,6.2,112.41,0.0,0.0
2012-08-13,5,0,0,0,25.4,6.1,99.56,0.0,0.0
2012-08-13,6,39,227,23,25.5,6.2,86.0,167700.0,142624.335
2012-08-13,7,247,626,59,25.8,6.3,72.44,1062100.0,1016183.201
2012-08-13,8,481,777,76,26.0,6.3,58.59,2068300.0,1990668.869
2012-08-13,9,695,853,88,26.3,6.3,44.64,2988500.0,2874201.136
2012-08-13,10,865,895,95,26.5,6.1,30.71,3719500.0,3570854.065
2012-08-13,11,977,918,99,26.8,6.0,17.16,4201100.0,3583333.333
2012-08-13,12,1018,925,101,27.0,5.8,7.11,4377400.0,3583333.333
2012-08-13,13,988,918,100,27.2,5.7,14.62,4248400.0,3583333.333
2012-08-13,14,889,896,98,27.2,5.7,27.98,3822700.0,3583333.333
2012-08-13,15,728,854,92,27.2,5.8,41.88,3130400.0,3009795.173
2012-08-13,16,218,5,215,27.0,6.1,55.85,937400.0,894803.906
2012-08-13,17,289,642,66,26.7,6.4,69.74,1242700.0,1191735.523
2012-08-13,18,70,311,34,26.3,6.7,83.41,301000.0,273256.836
2012-08-13,19,0,0,0,26.1,6.9,97.01,0.0,0.0
2012-08-13,20,0,0,0,25.9,7.0,110.01,0.0,0.0
2012-08-13,21,0,0,0,25.7,7.1,122.21,0.0,0.0
2012-08-13,22,0,0,0,25.6,7.1,132.96,0.0,0.0
2012-08-13,23,0,0,0,25.5,7.1,141.02,0.0,0.0
2012-08-14,0,0,0,0,25.4,7.1,144.52,0.0,0.0
2012-08-14,1,0,0,0,25.3,7.0,142.15,0.0,0.0
2012-08-14,2,0,0,0,25.2,6.9,134.84,0.0,0.0
2012-08-14,3,0,0,0,25.2,6.8,124.5,0.0,0.0
2012-08-14,4,0,0,0,25.3,6.7,112.53,0.0,0.0
2012-08-14,5,0,0,0,25.4,6.8,99.65,0.0,0.0
