date,hour,poa_wm2,dn_wm2,df_wm2,tamb_c,wspd_ms,zenith_deg,dc_w,ac_w
2012-01-01,0,0,0,0,23.0,3.8,177.97,0.0,0.0
2012-01-01,1,0,0,0,22.9,3.6,167.06,0.0,0.0
2012-01-01,2,0,0,0,22.8,3.4,153.27,0.0,0.0
2012-01-01,3,0,0,0,22.7,3.3,139.51,0.0,0.0
2012-01-01,4,0,0,0,22.7,3.3,125.86,0.0,0.0
2012-01-01,5,0,0,0,22.7,3.5,112.38,0.0,0.0
2012-01-01,6,0,0,0,22.8,3.6,99.18,0.0,0.0
2012-01-01,7,43,326,21,23.1,3.9,86.19,184900.0,159488.775
2012-01-01,8,239,702,48,23.5,4.0,74.19,1027700.0,982712.688
2012-01-01,9,441,838,62,23.7,3.9,63.1,1896300.0,1824710.459
2012-01-01,10,605,906,69,24.0,3.6,53.69,2601500.0,2503514.278
2012-01-01,11,706,894,96,24.2,3.3,46.99,3035800.0,2919418.493
2012-01-01,12,748,913,95,24.5,2.9,44.28,3216400.0,3091888.64
2012-01-01,13,719,908,92,24.7,2.5,46.26,3091700.0,2972832.248
2012-01-01,14,623,888,82,24.9,2.2,52.39,2678900.0,2577755.252
2012-01-01,15,468,828,72,25.0,2.1,61.45,2012400.0,1936760.445
2012-01-01,16,270,699,58,25.0,2.1,72.32,1161000.0,1112353.931
2012-01-01,17,67,375,30,24.7,2.3,84.24,288100.0,260621.696
2012-01-01,18,0,0,0,24.4,2.5,97.08,0.0,0.0
2012-01-01,19,0,0,0,24.2,2.6,110.23,0.0,0.0
2012-01-01,20,0,0,0,24.0,2.5,123.67,0.0,0.0
2012-01-01,21,0,0,0,23.8,2.3,137.31,0.0,0.0
2012-01-01,22,0,0,0,23.6,1.9,151.06,0.0,0.0
2012-01-01,23,0,0,0,23.5,1.4,164.86,0.0,0.0
2012-01-02,0,0,0,0,23.5,1.0,177.98,0.0,0.0
2012-01-02,1,0,0,0,23.4,0.7,167.17,0.0,0.0
2012-01-02,2,0,0,0,23.3,0.7,153.37,0.0,0.0
2012-01-02,3,0,0,0,23.2,0.8,139.61,0.0,0.0
2012-01-02,4,0,0,0,23.2,0.8,125.95,0.0,0.0
2012-01-02,5,0,0,0,23.2,0.8,112.46,0.0,0.0
2012-01-02,6,0,0,0,23.2,0.7,99.25,0.0,0.0
2012-01-02,7,41,281,22,23.3,0.8,86.25,176300.0,151056.875
2012-01-02,8,238,677,54,23.6,0.9,74.23,1023400.0,978528.154
2012-01-02,9,441,827,68,23.9,1.1,63.13,1896300.0,1824710.459
2012-01-02,10,608,901,75,24.2,1.4,53.68,2614400.0,2515891.371
2012-01-02,11,712,905,94,24.6,1.7,46.95,3061600.0,2944074.353
2012-01-02,12,755,923,94,24.9,2.0,44.2,3246500.0,3120606.245
2012-01-02,13,725,917,90,25.1,2.1,46.14,3117500.0,2997475.637
2012-01-02,14,611,804,120,25.2,2.2,52.26,2627300.0,2528267.025
2012-01-02,15,456,734,104,25.2,2.2,61.31,1960800.0,1886974.84
2012-01-02,16,261,588,81,25.1,2.1,72.18,1122300.0,1074731.979
2012-01-02,17,63,239,39,24.9,1.7,84.1,270900.0,243772.605
2012-01-02,18,0,0,0,24.7,1.1,96.95,0.0,0.0
2012-01-02,19,0,0,0,24.5,1.1,110.11,0.0,0.0
2012-01-02,20,0,0,0,24.2,1.7,123.55,0.0,0.0
2012-01-02,21,0,0,0,24.1,1.7,137.19,0.0,0.0
2012-01-02,22,0,0,0,24.0,1.0,150.95,0.0,0.0
2012-01-02,23,0,0,0,23.8,1.1,164.76,0.0,0.0
2012-01-03,0,0,0,0,23.7,1.8,177.98,0.0,0.0
2012-01-03,1,0,0,0,23.6,2.2,167.29,0.0,0.0
2012-01-03,2,0,0,0,23.5,2.1,153.48,0.0,0.0
2012-01-03,3,0,0,0,23.4,1.7,139.7,0.0,0.0
2012-01-03,4,0,0,0,23.4,1.5,126.03,0.0,0.0
2012-01-03,5,0,0,0,23.4,1.5,112.54,0.0,0.0
2012-01-03,6,0,0,0,23.5,1.6,99.32,0.0,0.0
2012-01-03,7,18,0,18,23.7,1.7,86.31,77400.0,54044.055
2012-01-03,8,98,2,98,24.0,1.9,74.28,421400.0,391115.422
2012-01-03,9,433,797,73,24.4,2.1,63.15,1861900.0,1791488.08
2012-01-03,10,600,877,80,24.9,2.1,53.67,2580000.0,2482882.592
2012-01-03,11,702,877,103,25.2,2.0,46.9,3018600.0,2902978.056
2012-01-03,12,746,896,102,25.4,1.8,44.1,3207800.0,3083682.171
2012-01-03,13,717,890,99,25.5,1.8,46.02,3083100.0,2964616.506
2012-01-03,14,383,78,335,25.6,1.9,52.12,1646900.0,1583616.383
2012-01-03,15,462,771,90,25.5,2.2,61.17,1986600.0,1911870.521
2012-01-03,16,264,623,72,25.4,2.8,72.04,1135200.0,1087274.068
2012-01-03,17,66,282,36,25.1,3.4,83.97,283800.0,256409.663
2012-01-03,18,0,0,0,24.7,3.8,96.82,0.0,0.0
2012-01-03,19,0,0,0,24.5,4.1,109.98,0.0,0.0
2012-01-03,20,0,0,0,24.2,4.4,123.43,0.0,0.0
2012-01-03,21,0,0,0,24.0,4.5,137.07,0.0,0.0
2012-01-03,22,0,0,0,23.9,4.5,150.84,0.0,0.0
2012-01-03,23,0,0,0,23.7,4.3,164.66,0.0,0.0
2012-01-04,0,0,0,0,23.7,4.3,177.99,0.0,0.0
2012-01-04,1,0,0,0,23.6,4.2,167.4,0.0,0.0
2012-01-04,2,0,0,0,23.5,4.3,153.58,0.0,0.0
2012-01-04,3,0,0,0,23.5,4.4,139.8,0.0,0.0
2012-01-04,4,0,0,0,23.5,4.5,126.12,0.0,0.0
2012-01-04,5,0,0,0,23.6,4.7,112.62,0.0,0.0
2012-01-04,6,0,0,0,23.8,4.9,99.39,0.0,0.0
2012-01-04,7,21,0,21,24.1,5.3,86.36,90300.0,66702.698
2012-01-04,8,164,71,144,24.5,5.6,74.31,705200.0,668428.995
2012-01-04,9,16,0,16,24.7,5.6,63.16,68800.0,45604.161
2012-01-04,10,176,0,176,24.9,5.5,53.65,756800.0,718774.821
2012-01-04,11,639,495,301,25.2,5.2,46.84,2747700.0,2643703.741
2012-01-04,12,246,1,246,25.3,4.9,44.01,1057800.0,1011999.947
2012-01-04,13,490,139,393,25.4,4.7,45.89,2107000.0,2027974.258
2012-01-04,14,458,159,360,25.4,4.6,51.97,1969400.0,1895274.04
2012-01-04,15,205,7,202,25.3,4.6,61.02,881500.0,840348.85
2012-01-04,16,104,1,104,25.2,4.6,71.9,447200.0,416354.525
2012-01-04,17,40,0,40,25.1,4.6,83.83,172000.0,146840.685
2012-01-04,18,0,0,0,24.9,4.6,96.68,0.0,0.0
2012-01-04,19,0,0,0,24.7,4.6,109.85,0.0,0.0
2012-01-04,20,0,0,0,24.6,4.6,123.31,0.0,0.0
2012-01-04,21,0,0,0,24.5,4.7,136.95,0.0,0.0
2012-01-04,22,0,0,0,24.4,4.7,150.73,0.0,0.0
2012-01-04,23,0,0,0,24.3,4.7,164.56,0.0,0.0
2012-01-05,0,0,0,0,24.2,4.8,177.99,0.0,0.0
2012-01-05,1,0,0,0,24.1,4.9,167.51,0.0,0.0
2012-01-05,2,0,0,0,23.9,5.2,153.68,0.0,0.0
2012-01-05,3,0,0,0,23.8,5.4,139.89,0.0,0.0
2012-01-05,4,0,0,0,23.7,5.6,126.2,0.0,0.0
2012-01-05,5,0,0,0,23.7,5.8,112.69,0.0,0.0
2012-01-05,6,0,0,0,23.7,6.0,99.45,0.0,0.0
2012-01-05,7,41,326,21,24.0,6.4,86.4,176300.0,151056.875
2012-01-05,8,242,717,48,24.3,6.7,74.34,1040600.0,995265.329
2012-01-05,9,448,858,61,24.5,6.8,63.17,1926400.0,1853771.647
2012-01-05,10,356,68,316,24.7,6.8,53.63,1530800.0,1471199.472
2012-01-05,11,728,949,78,24.8,6.6,46.78,3130400.0,3009795.173
2012-01-05,12,774,963,80,24.9,6.3,43.9,3328200.0,3198514.54
2012-01-05,13,746,956,79,25.0,6.3,45.75,3207800.0,3083682.171
2012-01-05,14,648,924,77,24.9,6.4,51.83,2786400.0,2680781.78
2012-01-05,15,492,869,69,24.8,6.6,60.87,2115600.0,2036262.586
2012-01-05,16,291,753,55,24.6,6.7,71.75,1251300.0,1200088.123
2012-01-05,17,80,447,31,24.3,6.6,83.69,344000.0,315363.578
2012-01-05,18,0,0,0,24.0,6.6,96.55,0.0,0.0
2012-01-05,19,0,0,0,23.9,6.7,109.72,0.0,0.0
2012-01-05,20,0,0,0,23.7,6.8,123.18,0.0,0.0
2012-01-05,21,0,0,0,23.6,6.9,136.84,0.0,0.0
2012-01-05,22,0,0,0,23.5,6.8,150.62,0.0,0.0
2012-01-05,23,0,0,0,23.4,6.6,164.46,0.0,0.0
2012-01-06,0,0,0,0,23.3,6.3,177.98,0.0,0.0
2012-01-06,1,0,0,0,23.2,5.9,167.62,0.0,0.0
2012-01-06,2,0,0,0,23.1,5.6,153.78,0.0,0.0
2012-01-06,3,0,0,0,23.0,5.3,139.98,0.0,0.0
2012-01-06,4,0,0,0,23.0,5.2,126.28,0.0,0.0
2012-01-06,5,0,0,0,23.0,5.2,112.76,0.0,0.0
2012-01-06,6,0,0,0,23.1,5.3,99.51,0.0,0.0
2012-01-06,7,40,282,22,23.4,5.7,86.45,172000.0,146840.685
2012-01-06,8,242,697,54,23.8,6.1,74.37,1040600.0,995265.329
2012-01-06,9,451,846,69,24.1,6.3,63.17,1939300.0,1866224.044
2012-01-06,10,322,49,293,24.5,6.3,53.6,1384600.0,1329471.638
2012-01-06,11,516,180,392,24.7,6.0,46.71,2218800.0,2135672.636
2012-01-06,12,616,336,373,24.8,5.6,43.79,2648800.0,2548889.917
2012-01-06,13,316,7,311,25.0,5.2,45.61,1358800.0,1304441.659
2012-01-06,14,332,37,309,25.0,4.8,51.67,1427600.0,1371175.481
2012-01-06,15,493,862,71,25.1,4.6,60.71,2119900.0,2040406.51
2012-01-06,16,290,736,58,24.9,4.6,71.6,1247000.0,1195911.903
2012-01-06,17,80,432,32,24.6,4.7,83.55,344000.0,315363.578
2012-01-06,18,0,0,0,24.3,5.0,96.41,0.0,0.0
2012-01-06,19,0,0,0,24.1,5.2,109.59,0.0,0.0
2012-01-06,20,0,0,0,23.9,5.3,123.06,0.0,0.0
2012-01-06,21,0,0,0,23.8,5.2,136.72,0.0,0.0
2012-01-06,22,0,0,0,23.7,4.9,150.51,0.0,0.0
2012-01-06,23,0,0,0,23.6,4.5,164.36,0.0,0.0
2012-01-07,0,0,0,0,23.5,4.2,177.97,0.0,0.0
2012-01-07,1,0,0,0,23.4,4.0,167.73,0.0,0.0
2012-01-07,2,0,0,0,23.3,3.9,153.87,0.0,0.0
2012-01-07,3,0,0,0,23.3,3.9,140.06,0.0,0.0
2012-01-07,4,0,0,0,23.2,4.0,126.36,0.0,0.0
2012-01-07,5,0,0,0,23.2,4.1,112.83,0.0,0.0
2012-01-07,6,0,0,0,23.2,4.2,99.56,0.0,0.0
2012-01-07,7,39,269,22,23.4,4.4,86.49,167700.0,142624.335
2012-01-07,8,239,683,56,23.7,4.5,74.39,1027700.0,982712.688
2012-01-07,9,272,52,248,23.9,4.4,63.16,1169600.0,1120712.606
2012-01-07,10,386,87,334,24.1,4.3,53.56,1659800.0,1596099.957
2012-01-07,11,604,386,339,24.3,3.9,46.63,2597200.0,2499388.261
2012-01-07,12,516,142,413,24.5,3.5,43.67,2218800.0,2135672.636
2012-01-07,13,644,455,325,24.6,3.3,45.46,2769200.0,2664304.251
2012-01-07,14,656,923,82,24.8,3.3,51.51,2820800.0,2713729.165
2012-01-07,15,497,862,73,24.8,3.6,60.55,2137100.0,2056980.607
2012-01-07,16,295,742,59,24.6,3.9,71.45,1268500.0,1216791.404
2012-01-07,17,83,443,32,24.3,4.0,83.41,356900.0,327992.482
2012-01-07,18,0,0,0,24.0,4.1,96.28,0.0,0.0
2012-01-07,19,0,0,0,23.9,4.0,109.46,0.0,0.0
2012-01-07,20,0,0,0,23.7,3.9,122.94,0.0,0.0
2012-01-07,21,0,0,0,23.5,3.8,136.61,0.0,0.0
2012-01-07,22,0,0,0,23.3,3.6,150.4,0.0,0.0
2012-01-07,23,0,0,0,23.2,3.3,164.26,0.0,0.0
2012-01-08,0,0,0,0,23.2,3.0,177.95,0.0,0.0
2012-01-08,1,0,0,0,23.1,2.8,167.83,0.0,0.0
2012-01-08,2,0,0,0,23.0,2.6,153.96,0.0,0.0
2012-01-08,3,0,0,0,23.0,2.5,140.14,0.0,0.0
2012-01-08,4,0,0,0,23.0,2.4,126.43,0.0,0.0
2012-01-08,5,0,0,0,23.0,2.5,112.89,0.0,0.0
2012-01-08,6,0,0,0,23.0,2.7,99.61,0.0,0.0
2012-01-08,7,40,312,21,23.2,3.0,86.52,172000.0,146840.685
2012-01-08,8,242,710,51,23.5,3.3,74.41,1040600.0,995265.329
2012-01-08,9,307,112,256,23.7,3.4,63.15,1320100.0,1266885.897
2012-01-08,10,387,91,332,23.9,3.3,53.52,1664100.0,1600260.828
2012-01-08,11,399,73,349,24.2,3.1,46.55,1715700.0,1650178.814
2012-01-08,12,777,952,87,24.4,2.9,43.54,3341100.0,3210810.573
2012-01-08,13,654,486,312,24.6,2.7,45.3,2812200.0,2705493.278
2012-01-08,14,432,120,356,24.7,2.7,51.35,1857600.0,1787334.563
2012-01-08,15,496,855,73,24.8,2.8,60.39,2132800.0,2052837.323
2012-01-08,16,295,736,59,24.7,3.0,71.29,1268500.0,1216791.404
2012-01-08,17,84,439,33,24.4,3.2,83.26,361200.0,332201.797
2012-01-08,18,0,0,0,24.2,3.3,96.14,0.0,0.0
2012-01-08,19,0,0,0,23.9,3.5,109.33,0.0,0.0
2012-01-08,20,0,0,0,23.8,3.6,122.81,0.0,0.0
2012-01-08,21,0,0,0,23.7,3.7,136.49,0.0,0.0
2012-01-08,22,0,0,0,23.6,3.6,150.29,0.0,0.0
2012-01-08,23,0,0,0,23.5,3.7,164.16,0.0,0.0
2012-01-09,0,0,0,0,23.4,4.0,177.92,0.0,0.0
2012-01-09,1,0,0,0,23.4,4.3,167.93,0.0,0.0
2012-01-09,2,0,0,0,23.3,4.7,154.05,0.0,0.0
2012-01-09,3,0,0,0,23.2,5.0,140.22,0.0,0.0
2012-01-09,4,0,0,0,23.2,5.3,126.5,0.0,0.0
2012-01-09,5,0,0,0,23.1,5.4,112.95,0.0,0.0
2012-01-09,6,0,0,0,23.2,5.3,99.66,0.0,0.0
2012-01-09,7,39,309,20,23.4,5.4,86.55,167700.0,142624.335
2012-01-09,8,134,10,131,23.7,5.4,74.42,576200.0,542463.706
2012-01-09,9,153,1,152,24.0,5.2,63.14,657900.0,622258.43
2012-01-09,10,617,915,72,24.2,5.1,53.47,2653100.0,2553014.016
2012-01-09,11,731,948,78,24.5,5.0,46.45,3143300.0,3022113.27
2012-01-09,12,775,956,80,24.7,4.9,43.41,3332500.0,3202613.378
2012-01-09,13,749,947,81,24.8,4.7,45.14,3220700.0,3095991.635
2012-01-09,14,650,907,82,24.9,4.7,51.18,2795000.0,2689019.586
2012-01-09,15,492,839,76,24.9,4.8,60.23,2115600.0,2036262.586
2012-01-09,16,292,711,63,24.7,5.0,71.14,1255600.0,1204264.183
2012-01-09,17,84,403,35,24.4,5.1,83.12,361200.0,332201.797
2012-01-09,18,0,0,0,24.2,5.3,96.0,0.0,0.0
2012-01-09,19,0,0,0,24.0,5.4,109.2,0.0,0.0
2012-01-09,20,0,0,0,23.8,5.4,122.69,0.0,0.0
2012-01-09,21,0,0,0,23.7,5.3,136.38,0.0,0.0
2012-01-09,22,0,0,0,23.6,5.2,150.19,0.0,0.0
2012-01-09,23,0,0,0,23.5,4.9,164.07,0.0,0.0
2012-01-10,0,0,0,0,23.4,4.7,177.89,0.0,0.0
2012-01-10,1,0,0,0,23.3,4.5,168.03,0.0,0.0
2012-01-10,2,0,0,0,23.2,4.5,154.14,0.0,0.0
2012-01-10,3,0,0,0,23.1,4.5,140.3,0.0,0.0
2012-01-10,4,0,0,0,23.1,4.7,126.57,0.0,0.0
2012-01-10,5,0,0,0,23.1,4.9,113.01,0.0,0.0
2012-01-10,6,0,0,0,23.2,5.1,99.7,0.0,0.0
2012-01-10,7,38,289,21,23.6,5.5,86.57,163400.0,138407.825
2012-01-10,8,239,698,51,23.9,5.8,74.42,1027700.0,982712.688
2012-01-10,9,447,845,65,24.2,6.0,63.12,1922100.0,1849620.528
2012-01-10,10,617,912,73,24.4,5.9,53.41,2653100.0,2553014.016
2012-01-10,11,728,925,89,24.5,5.5,46.35,3130400.0,3009795.173
2012-01-10,12,774,936,92,24.6,5.0,43.26,3328200.0,3198514.54
2012-01-10,13,747,926,92,24.7,4.6,44.97,3212100.0,3087785.486
2012-01-10,14,651,896,87,24.8,4.3,51.0,2799300.0,2693138.249
2012-01-10,15,495,835,78,24.8,4.2,60.06,2128500.0,2048693.878
2012-01-10,16,295,710,64,24.7,4.2,70.98,1268500.0,1216791.404
2012-01-10,17,86,406,36,24.5,4.4,82.97,369800.0,340619.948
2012-01-10,18,0,0,0,24.2,4.5,95.86,0.0,0.0
2012-01-10,19,0,0,0,24.0,4.7,109.07,0.0,0.0
2012-01-10,20,0,0,0,23.9,4.8,122.57,0.0,0.0
2012-01-10,21,0,0,0,23.7,4.8,136.26,0.0,0.0
2012-01-10,22,0,0,0,23.5,4.6,150.08,0.0,0.0
2012-01-10,23,0,0,0,23.4,4.3,163.97,0.0,0.0
2012-01-11,0,0,0,0,23.3,4.1,177.84,0.0,0.0
2012-01-11,1,0,0,0,23.2,3.9,168.13,0.0,0.0
2012-01-11,2,0,0,0,23.1,3.8,154.22,0.0,0.0
2012-01-11,3,0,0,0,23.0,3.7,140.37,0.0,0.0
2012-01-11,4,0,0,0,23.0,3.7,126.63,0.0,0.0
2012-01-11,5,0,0,0,23.0,3.8,113.06,0.0,0.0
2012-01-11,6,0,0,0,23.1,3.8,99.74,0.0,0.0
2012-01-11,7,39,321,20,23.4,4.0,86.6,167700.0,142624.335
2012-01-11,8,239,716,47,23.7,4.1,74.42,1027700.0,982712.688
2012-01-11,9,448,856,60,23.9,4.1,63.09,1926400.0,1853771.647
2012-01-11,10,617,922,67,24.0,3.9,53.35,2653100.0,2553014.016
2012-01-11,11,732,948,76,24.2,3.7,46.25,3147600.0,3026218.982
2012-01-11,12,666,468,324,24.4,3.4,43.12,2863800.0,2754899.007
2012-01-11,13,754,955,77,24.7,3.1,44.8,3242200.0,3116504.21
2012-01-11,14,658,916,80,24.8,2.8,50.82,2829400.0,2721964.412
2012-01-11,15,389,260,259,24.9,2.7,59.89,1672700.0,1608582.091
2012-01-11,16,175,23,168,24.8,2.5,70.81,752500.0,714580.215
2012-01-11,17,53,2,53,24.6,2.2,82.82,227900.0,201638.684
2012-01-11,18,0,0,0,24.3,2.1,95.72,0.0,0.0
2012-01-11,19,0,0,0,24.1,2.2,108.94,0.0,0.0
2012-01-11,20,0,0,0,24.0,2.2,122.45,0.0,0.0
2012-01-11,21,0,0,0,23.8,2.2,136.15,0.0,0.0
2012-01-11,22,0,0,0,23.6,2.0,149.98,0.0,0.0
2012-01-11,23,0,0,0,23.5,1.8,163.88,0.0,0.0
2012-01-12,0,0,0,0,23.4,1.6,177.79,0.0,0.0
2012-01-12,1,0,0,0,23.3,1.4,168.22,0.0,0.0
2012-01-12,2,0,0,0,23.2,1.3,154.3,0.0,0.0
2012-01-12,3,0,0,0,23.1,1.1,140.44,0.0,0.0
2012-01-12,4,0,0,0,23.0,1.0,126.69,0.0,0.0
2012-01-12,5,0,0,0,23.0,1.0,113.11,0.0,0.0
2012-01-12,6,0,0,0,23.1,1.1,99.77,0.0,0.0
2012-01-12,7,14,0,14,23.3,1.4,86.61,60200.0,37163.627
2012-01-12,8,62,0,62,23.5,1.4,74.42,266600.0,239559.932
2012-01-12,9,271,57,245,23.8,1.3,63.06,1165300.0,1116533.348
2012-01-12,10,614,907,72,24.1,1.4,53.28,2640200.0,2540641.24
2012-01-12,11,728,930,84,24.4,1.8,46.13,3130400.0,3009795.173
2012-01-12,12,776,944,85,24.6,2.4,42.96,3336800.0,3206712.055
2012-01-12,13,752,938,84,24.7,2.9,44.62,3233600.0,3108299.66
2012-01-12,14,435,119,359,24.7,3.4,50.64,1870500.0,1799794.634
2012-01-12,15,122,0,121,24.6,3.5,59.71,524600.0,492037.301
2012-01-12,16,20,0,20,24.5,3.3,70.65,86000.0,62483.31
2012-01-12,17,69,26,66,24.2,2.9,82.67,296700.0,269045.283
2012-01-12,18,0,0,0,24.0,2.7,95.58,0.0,0.0
2012-01-12,19,0,0,0,23.9,2.9,108.81,0.0,0.0
2012-01-12,20,0,0,0,23.7,3.1,122.33,0.0,0.0
2012-01-12,21,0,0,0,23.6,3.4,136.04,0.0,0.0
2012-01-12,22,0,0,0,23.4,3.6,149.87,0.0,0.0
2012-01-12,23,0,0,0,23.3,3.7,163.78,0.0,0.0
2012-01-13,0,0,0,0,23.3,3.7,177.72,0.0,0.0
2012-01-13,1,0,0,0,23.3,3.6,168.3,0.0,0.0
2012-01-13,2,0,0,0,23.3,3.4,154.38,0.0,0.0
2012-01-13,3,0,0,0,23.2,3.2,140.51,0.0,0.0
2012-01-13,4,0,0,0,23.2,3.1,126.75,0.0,0.0
2012-01-13,5,0,0,0,23.1,3.0,113.15,0.0,0.0
2012-01-13,6,0,0,0,23.1,3.1,99.8,0.0,0.0
2012-01-13,7,37,287,20,23.3,3.5,86.62,159100.0,134191.156
2012-01-13,8,238,699,50,23.4,3.8,74.41,1023400.0,978528.154
2012-01-13,9,214,19,205,23.4,3.8,63.02,920200.0,878051.382
2012-01-13,10,329,52,298,23.4,3.7,53.21,1414700.0,1358666.007
2012-01-13,11,661,527,295,23.5,3.6,46.01,2842300.0,2734316.084
2012-01-13,12,451,92,383,23.8,3.4,42.8,1939300.0,1866224.044
2012-01-13,13,754,927,91,23.9,3.4,44.43,3242200.0,3116504.21
2012-01-13,14,507,256,344,24.1,3.4,50.45,2180100.0,2098404.659
2012-01-13,15,463,579,169,24.2,3.2,59.53,1990900.0,1916019.241
2012-01-13,16,216,185,154,24.2,3.0,70.49,928800.0,886427.964
2012-01-13,17,64,18,62,24.0,2.8,82.52,275200.0,247985.117
2012-01-13,18,0,0,0,23.9,3.0,95.43,0.0,0.0
2012-01-13,19,0,0,0,23.8,3.5,108.68,0.0,0.0
2012-01-13,20,0,0,0,23.7,3.6,122.2,0.0,0.0
2012-01-13,21,0,0,0,23.6,3.7,135.92,0.0,0.0
2012-01-13,22,0,0,0,23.5,3.8,149.77,0.0,0.0
2012-01-13,23,0,0,0,23.3,3.6,163.69,0.0,0.0
2012-01-14,0,0,0,0,23.2,3.3,177.65,0.0,0.0
2012-01-14,1,0,0,0,23.1,3.0,168.39,0.0,0.0
2012-01-14,2,0,0,0,23.0,2.7,154.45,0.0,0.0
2012-01-14,3,0,0,0,22.9,2.3,140.57,0.0,0.0
2012-01-14,4,0,0,0,22.9,1.9,126.8,0.0,0.0
2012-01-14,5,0,0,0,22.8,1.7,113.19,0.0,0.0
2012-01-14,6,0,0,0,22.9,1.6,99.83,0.0,0.0
2012-01-14,7,37,267,21,23.0,1.5,86.63,159100.0,134191.156
2012-01-14,8,183,148,143,23.2,1.3,74.39,786900.0,748132.587
2012-01-14,9,264,100,219,23.4,1.4,62.98,1135200.0,1087274.068
2012-01-14,10,480,430,222,23.7,2.0,53.12,2064000.0,1986523.027
2012-01-14,11,654,631,215,24.0,2.7,45.89,2812200.0,2705493.278
2012-01-14,12,571,315,339,24.2,3.0,42.63,2455300.0,2363139.993
2012-01-14,13,479,180,350,24.3,3.3,44.24,2059700.0,1982377.024
2012-01-14,14,390,146,297,24.4,3.5,50.26,1677000.0,1612742.483
2012-01-14,15,186,13,180,24.4,3.4,59.35,799800.0,760712.089
2012-01-14,16,210,551,24,24.3,3.1,70.32,903000.0,861296.3
2012-01-14,17,52,1,52,24.1,2.6,82.37,223600.0,197424.413
2012-01-14,18,0,0,0,24.0,2.6,95.29,0.0,0.0
2012-01-14,19,0,0,0,23.9,3.3,108.54,0.0,0.0
2012-01-14,20,0,0,0,23.9,4.4,122.08,0.0,0.0
2012-01-14,21,0,0,0,23.9,5.0,135.81,0.0,0.0
2012-01-14,22,0,0,0,23.9,5.0,149.66,0.0,0.0
2012-01-14,23,0,0,0,23.9,4.4,163.59,0.0,0.0
2012-01-15,0,0,0,0,24.0,3.8,177.56,0.0,0.0
2012-01-15,1,0,0,0,24.0,3.2,168.46,0.0,0.0
2012-01-15,2,0,0,0,24.0,2.9,154.51,0.0,0.0
2012-01-15,3,0,0,0,24.0,2.9,140.63,0.0,0.0
2012-01-15,4,0,0,0,23.9,3.2,126.84,0.0,0.0
2012-01-15,5,0,0,0,23.8,3.6,113.22,0.0,0.0
2012-01-15,6,0,0,0,23.9,4.2,99.85,0.0,0.0
2012-01-15,7,19,0,19,24.2,4.9,86.63,81700.0,58263.763
2012-01-15,8,119,6,117,24.5,5.7,74.37,511700.0,479427.102
2012-01-15,9,221,22,211,24.8,6.3,62.93,950300.0,907366.62
2012-01-15,10,195,1,195,25.0,6.6,53.04,838500.0,798441.96
2012-01-15,11,718,895,94,25.1,6.8,45.75,3087400.0,2968724.457
2012-01-15,12,423,81,363,25.1,6.9,42.45,1818900.0,1749945.716
2012-01-15,13,353,23,336,25.1,6.9,44.05,1517900.0,1458701.509
2012-01-15,14,253,2,252,25.1,6.7,50.06,1087900.0,1041279.372
2012-01-15,15,96,0,96,25.1,6.4,59.16,412800.0,382701.108
2012-01-15,16,175,20,169,25.0,6.0,70.15,752500.0,714580.215
2012-01-15,17,34,1,34,24.8,5.4,82.22,146200.0,121540.187
2012-01-15,18,0,0,0,24.7,5.1,95.15,0.0,0.0
2012-01-15,19,0,0,0,24.6,5.2,108.41,0.0,0.0
2012-01-15,20,0,0,0,24.6,5.3,121.96,0.0,0.0
2012-01-15,21,0,0,0,24.5,5.4,135.7,0.0,0.0
2012-01-15,22,0,0,0,24.5,5.8,149.56,0.0,0.0
2012-01-15,23,0,0,0,24.5,6.0,163.5,0.0,0.0
2012-01-16,0,0,0,0,24.4,6.0,177.46,0.0,0.0
2012-01-16,1,0,0,0,24.4,6.0,168.53,0.0,0.0
2012-01-16,2,0,0,0,24.3,5.9,154.58,0.0,0.0
2012-01-16,3,0,0,0,24.3,5.6,140.68,0.0,0.0
2012-01-16,4,0,0,0,24.2,5.5,126.89,0.0,0.0
2012-01-16,5,0,0,0,24.2,5.5,113.25,0.0,0.0
2012-01-16,6,0,0,0,24.3,5.6,99.86,0.0,0.0
2012-01-16,7,20,0,20,24.5,6.0,86.63,86000.0,62483.31
2012-01-16,8,158,124,125,24.8,6.3,74.35,679400.0,643247.449
2012-01-16,9,128,0,128,25.0,6.5,62.87,550400.0,517253.381
2012-01-16,10,282,18,271,25.2,6.6,52.94,1212600.0,1162496.388
2012-01-16,11,374,117,292,25.3,6.7,45.61,1608200.0,1546157.03
2012-01-16,12,227,7,222,25.3,6.8,42.27,976100.0,932487.732
2012-01-16,13,151,0,151,25.3,6.9,43.84,649300.0,613861.703
2012-01-16,14,100,0,100,25.2,6.9,49.86,430000.0,399529.096
2012-01-16,15,123,0,123,25.1,6.8,58.98,528900.0,496240.381
2012-01-16,16,180,58,160,24.9,6.7,69.98,774000.0,735551.646
2012-01-16,17,94,373,43,24.8,6.7,82.06,404200.0,374286.155
2012-01-16,18,0,0,0,24.7,6.9,95.01,0.0,0.0
2012-01-16,19,0,0,0,24.6,7.2,108.28,0.0,0.0
2012-01-16,20,0,0,0,24.6,7.0,121.84,0.0,0.0
2012-01-16,21,0,0,0,24.6,6.6,135.59,0.0,0.0
