month,day,hour,poa_wm2,dn_wm2,df_wm2,dc_w,ac_w,tamb_c,tcell_c,wspd_ms,albedo
1,1,0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.1,0.14
1,1,1,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.1,0.14
1,1,2,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.3,0.14
1,1,3,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.5,0.14
1,1,4,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.7,0.14
1,1,5,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.0,0.14
1,1,6,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.2,0.14
1,1,7,37.56,255.0,22.0,15024.812,10528.861,24.0,24.475,3.5,0.14
1,1,8,181.818,315.0,96.0,163622.115,153860.77,24.0,27.287,3.6,0.14
1,1,9,311.244,268.0,190.0,298921.961,284366.405,24.0,29.807,3.5,0.14
1,1,10,449.095,321.0,259.0,429588.802,410403.2,24.0,32.645,3.3,0.14
1,1,11,712.19,918.0,86.0,676955.513,649004.725,24.0,37.972,3.2,0.14
1,1,12,753.612,931.0,87.0,708265.361,679205.141,25.0,40.274,3.0,0.14
1,1,13,724.305,923.0,86.0,683387.019,655208.337,25.0,39.686,3.0,0.14
1,1,14,456.291,297.0,275.0,433384.387,414064.293,25.0,33.921,3.2,0.14
1,1,15,269.42,118.0,213.0,256732.762,243672.136,25.0,30.023,3.5,0.14
1,1,16,131.763,42.0,119.0,123109.772,114783.941,25.0,27.415,3.6,0.14
1,1,17,25.0,0.0,25.0,20103.025,15427.132,25.0,25.448,3.6,0.14
1,1,18,0.0,0.0,0.0,0.0,0.0,25.0,25.0,3.6,0.14
1,1,19,0.0,0.0,0.0,0.0,0.0,24.0,24.0,3.8,0.14
1,1,20,0.0,0.0,0.0,0.0,0.0,24.0,24.0,3.9,0.14
1,1,21,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.1,0.14
1,1,22,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.3,0.14
1,1,23,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.5,0.14
1,2,0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.9,0.14
1,2,1,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.1,0.14
1,2,2,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.3,0.14
1,2,3,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.4,0.14
1,2,4,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.3,0.14
1,2,5,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.1,0.14
1,2,6,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.1,0.14
1,2,7,12.0,0.0,12.0,6413.313,2222.501,24.0,24.146,5.4,0.14
1,2,8,80.0,0.0,80.0,74482.989,67880.198,24.0,25.087,5.9,0.14
1,2,9,252.338,118.0,199.0,242545.334,229987.426,24.0,27.351,6.1,0.14
1,2,10,394.676,197.0,278.0,380049.422,362619.197,24.0,29.124,6.3,0.14
1,2,11,552.906,369.0,301.0,529007.857,506299.443,25.0,32.026,6.5,0.14
1,2,12,285.341,20.0,271.0,268338.43,254866.57,25.0,28.497,6.8,0.14
1,2,13,711.229,856.0,118.0,686136.117,657860.024,25.0,33.614,7.0,0.14
1,2,14,343.164,95.0,285.0,327392.825,311828.433,25.0,29.094,7.1,0.14
1,2,15,463.129,779.0,89.0,453411.443,433381.71,25.0,30.508,7.2,0.14
1,2,16,102.0,0.0,102.0,95970.7,88606.514,24.0,25.233,7.0,0.14
1,2,17,55.241,187.0,36.0,38542.914,33213.622,24.0,24.645,6.5,0.14
1,2,18,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.3,0.14
1,2,19,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.3,0.14
1,2,20,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.3,0.14
1,2,21,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.4,0.14
1,2,22,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.6,0.14
1,2,23,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.6,0.14
1,3,0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.6,0.14
1,3,1,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.6,0.14
1,3,2,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.5,0.14
1,3,3,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.4,0.14
1,3,4,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.3,0.14
1,3,5,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.3,0.14
1,3,6,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.4,0.14
1,3,7,35.134,211.0,23.0,14766.629,10279.826,24.0,24.309,6.7,0.14
1,3,8,8.0,0.0,8.0,6685.204,2484.759,24.0,24.096,7.1,0.14
1,3,9,65.0,0.0,65.0,59715.646,53636.12,24.0,24.761,7.3,0.14
1,3,10,325.318,90.0,272.0,310736.366,295762.179,25.0,28.769,7.4,0.14
1,3,11,539.96,338.0,309.0,517475.303,495175.533,25.0,31.262,7.4,0.14
1,3,12,619.326,453.0,294.0,592880.482,567908.807,25.0,32.186,7.4,0.14
1,3,13,725.812,901.0,100.0,701268.053,672455.775,25.0,33.453,7.4,0.14
1,3,14,381.055,145.0,292.0,364918.394,348024.321,25.0,29.333,7.6,0.14
1,3,15,216.298,40.0,197.0,206164.527,194895.736,25.0,27.416,7.8,0.14
1,3,16,272.647,673.0,65.0,248284.917,235523.633,24.0,26.972,7.9,0.14
1,3,17,68.257,335.0,33.0,43766.621,38252.234,24.0,24.669,7.9,0.14
1,3,18,0.0,0.0,0.0,0.0,0.0,24.0,24.0,7.9,0.14
1,3,19,0.0,0.0,0.0,0.0,0.0,24.0,24.0,7.9,0.14
1,3,20,0.0,0.0,0.0,0.0,0.0,24.0,24.0,7.7,0.14
1,3,21,0.0,0.0,0.0,0.0,0.0,24.0,24.0,7.5,0.14
1,3,22,0.0,0.0,0.0,0.0,0.0,24.0,24.0,7.2,0.14
1,3,23,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.9,0.14
1,4,0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.5,0.14
1,4,1,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.1,0.14
1,4,2,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.8,0.14
1,4,3,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.6,0.14
1,4,4,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.5,0.14
1,4,5,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.6,0.14
1,4,6,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.8,0.14
1,4,7,34.595,206.0,23.0,14679.238,10195.531,23.0,23.316,6.4,0.14
1,4,8,149.531,161.0,106.0,137336.594,128506.649,24.0,25.808,6.9,0.14
1,4,9,309.201,264.0,190.0,299372.108,284800.602,24.0,27.7,7.1,0.14
1,4,10,333.86,101.0,274.0,320231.168,304920.542,24.0,28.025,7.0,0.14
1,4,11,721.004,921.0,91.0,698864.125,670137.028,24.0,32.917,6.8,0.14
1,4,12,762.005,930.0,93.0,734604.907,704611.372,24.0,33.718,6.5,0.14
1,4,13,731.813,919.0,92.0,707051.272,678034.072,24.0,33.538,6.3,0.14
1,4,14,633.07,883.0,89.0,617207.844,591374.154,24.0,32.445,6.1,0.14
1,4,15,476.008,817.0,80.0,467090.044,446575.624,24.0,30.423,6.0,0.14
1,4,16,60.0,0.0,60.0,55271.634,49349.577,24.0,24.825,5.8,0.14
1,4,17,70.563,349.0,33.0,45330.035,39760.249,24.0,24.899,5.4,0.14
1,4,18,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.2,0.14
1,4,19,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.1,0.14
1,4,20,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.0,0.14
1,4,21,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.8,0.14
1,4,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.5,0.14
1,4,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.1,0.14
1,5,0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.6,0.14
1,5,1,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.2,0.14
1,5,2,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.0,0.14
1,5,3,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.1,0.14
1,5,4,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.3,0.14
1,5,5,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.4,0.14
1,5,6,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.3,0.14
1,5,7,35.202,251.0,21.0,13999.374,9539.758,23.0,23.456,3.3,0.14
1,5,8,239.312,683.0,55.0,207655.437,196333.817,24.0,28.554,3.2,0.14
1,5,9,449.631,841.0,70.0,431763.017,412500.374,24.0,33.771,2.6,0.14
1,5,10,620.424,913.0,79.0,587043.087,562278.254,24.0,40.487,1.6,0.14
1,5,11,729.772,940.0,86.0,672060.775,644283.427,24.0,45.757,1.1,0.14
1,5,12,549.384,285.0,344.0,508030.574,486065.469,24.0,39.16,1.4,0.14
1,5,13,742.549,935.0,90.0,694446.681,665876.112,24.0,41.742,2.1,0.14
1,5,14,457.573,284.0,282.0,432743.231,413445.855,25.0,34.736,2.7,0.14
1,5,15,70.0,0.0,70.0,63887.232,57659.89,25.0,26.412,3.0,0.14
1,5,16,253.789,545.0,83.0,230936.487,218789.926,24.0,29.239,2.8,0.14
1,5,17,69.995,318.0,35.0,46264.051,40661.169,24.0,25.411,2.4,0.14
1,5,18,0.0,0.0,0.0,0.0,0.0,24.0,24.0,2.4,0.14
1,5,19,0.0,0.0,0.0,0.0,0.0,24.0,24.0,2.7,0.14
1,5,20,0.0,0.0,0.0,0.0,0.0,24.0,24.0,3.0,0.14
1,5,21,0.0,0.0,0.0,0.0,0.0,24.0,24.0,3.1,0.14
1,5,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.0,0.14
1,5,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.8,0.14
1,6,0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.8,0.14
1,6,1,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.3,0.14
1,6,2,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.3,0.14
1,6,3,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.5,0.14
1,6,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.3,0.14
1,6,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.3,0.14
1,6,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.0,0.14
1,6,7,30.212,104.0,25.0,14634.727,10152.598,22.0,22.309,6.2,0.14
1,6,8,224.072,557.0,74.0,199576.124,188540.786,22.0,24.755,6.6,0.14
1,6,9,431.182,747.0,94.0,421912.766,402999.156,23.0,28.557,6.4,0.14
1,6,10,604.653,847.0,102.0,592683.169,567718.485,23.0,31.157,6.0,0.14
1,6,11,720.998,907.0,99.0,698752.837,670029.683,23.0,32.823,5.9,0.14
1,6,12,558.162,298.0,343.0,533613.542,510741.93,23.0,30.922,5.5,0.14
1,6,13,469.546,178.0,345.0,448148.239,428305.002,23.0,29.99,5.1,0.14
1,6,14,393.393,157.0,296.0,377718.757,360371.117,23.0,28.864,5.1,0.14
1,6,15,337.771,257.0,212.0,328028.36,312441.449,23.0,28.051,5.1,0.14
1,6,16,283.048,684.0,67.0,259111.338,245966.43,23.0,27.327,4.8,0.14
1,6,17,76.392,359.0,36.0,50839.555,45074.544,22.0,23.132,4.3,0.14
1,6,18,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.1,0.14
1,6,19,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.0,0.14
1,6,20,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.8,0.14
1,6,21,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.9,0.14
1,6,22,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.9,0.14
1,6,23,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.7,0.14
1,7,0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.5,0.14
1,7,1,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.3,0.14
1,7,2,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.4,0.14
1,7,3,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.6,0.14
1,7,4,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.8,0.14
1,7,5,0.0,0.0,0.0,0.0,0.0,21.0,21.0,4.0,0.14
1,7,6,0.0,0.0,0.0,0.0,0.0,21.0,21.0,4.0,0.14
1,7,7,15.0,0.0,15.0,8235.608,3980.225,21.0,21.213,4.2,0.14
1,7,8,104.036,15.0,100.0,98042.26,90604.67,22.0,23.677,4.5,0.14
1,7,9,183.383,23.0,173.0,175649.394,165461.875,22.0,24.997,4.4,0.14
1,7,10,231.098,17.0,221.0,219933.583,208176.9,22.0,26.042,3.9,0.14
1,7,11,417.1,121.0,334.0,396792.235,378768.746,22.0,29.87,3.4,0.14
1,7,12,400.154,79.0,343.0,377926.512,360571.51,22.0,30.329,2.8,0.14
1,7,13,625.125,529.0,254.0,591545.078,566620.721,22.0,36.056,2.4,0.14
1,7,14,369.081,119.0,295.0,350633.691,334245.783,23.0,30.701,2.8,0.14
1,7,15,487.714,827.0,81.0,475652.893,454835.058,23.0,32.432,3.3,0.14
1,7,16,135.462,36.0,124.0,128510.347,119993.152,22.0,24.563,3.4,0.14
1,7,17,77.777,372.0,35.0,51595.511,45803.714,22.0,23.403,3.0,0.14
1,7,18,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.8,0.14
1,7,19,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.7,0.14
1,7,20,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.9,0.14
1,7,21,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.9,0.14
1,7,22,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.5,0.14
1,7,23,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.3,0.14
1,8,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.7,0.14
1,8,1,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.1,0.14
1,8,2,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.2,0.14
1,8,3,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.4,0.14
1,8,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.8,0.14
1,8,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.2,0.14
1,8,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.4,0.14
1,8,7,34.748,253.0,21.0,13866.809,9411.891,22.0,22.363,4.8,0.14
1,8,8,237.719,676.0,56.0,208051.709,196716.047,23.0,26.29,5.5,0.14
1,8,9,339.287,366.0,174.0,329946.099,314291.234,23.0,27.614,5.9,0.14
1,8,10,168.0,0.0,168.0,158347.895,148773.437,23.0,25.326,5.7,0.14
1,8,11,410.728,113.0,333.0,391833.086,373985.319,23.0,28.962,5.3,0.14
1,8,12,649.08,527.0,267.0,621163.965,595190.094,23.0,32.812,5.0,0.14
1,8,13,547.786,311.0,329.0,523352.211,500844.199,23.0,31.481,4.8,0.14
1,8,14,446.32,247.0,292.0,427253.279,408150.434,24.0,31.1,4.6,0.14
1,8,15,339.071,249.0,216.0,328437.355,312835.951,23.0,28.709,4.2,0.14
1,8,16,152.466,70.0,130.0,143946.655,134882.49,23.0,25.837,3.5,0.14
1,8,17,43.35,20.0,41.0,36497.977,31241.146,23.0,23.83,3.2,0.14
1,8,18,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.1,0.14
1,8,19,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.0,0.14
1,8,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.1,0.14
1,8,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.3,0.14
1,8,22,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.6,0.14
1,8,23,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.6,0.14
1,9,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.3,0.14
1,9,1,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.1,0.14
1,9,2,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.8,0.14
1,9,3,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.5,0.14
1,9,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.1,0.14
1,9,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.9,0.14
1,9,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.6,0.14
1,9,7,31.784,174.0,23.0,13958.798,9500.62,22.0,22.626,1.5,0.14
1,9,8,231.215,615.0,66.0,201891.939,190774.543,22.0,28.235,1.4,0.14
1,9,9,439.347,782.0,86.0,420784.594,401910.96,22.0,34.184,1.4,0.14
1,9,10,611.531,866.0,96.0,582244.595,557649.792,22.0,38.611,1.5,0.14
1,9,11,728.847,917.0,97.0,681274.517,653170.69,23.0,41.916,1.7,0.14
1,9,12,775.218,932.0,98.0,723007.304,693424.718,23.0,41.886,2.0,0.14
1,9,13,749.292,926.0,96.0,703590.132,674695.574,23.0,40.551,2.2,0.14
1,9,14,651.484,889.0,94.0,620924.996,594959.592,23.0,37.988,2.3,0.14
1,9,15,493.846,823.0,85.0,478770.094,457841.803,23.0,34.162,2.4,0.14
1,9,16,292.923,689.0,70.0,267623.194,254176.677,23.0,29.501,2.4,0.14
1,9,17,55.122,101.0,43.0,43514.777,38009.313,23.0,24.209,2.3,0.14
1,9,18,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.4,0.14
1,9,19,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.6,0.14
1,9,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.9,0.14
1,9,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.3,0.14
1,9,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.8,0.14
1,9,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.2,0.14
1,10,0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.5,0.14
1,10,1,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.7,0.14
1,10,2,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.8,0.14
1,10,3,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.8,0.14
1,10,4,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.8,0.14
1,10,5,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.8,0.14
1,10,6,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.6,0.14
1,10,7,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.14
1,10,8,31.0,0.0,31.0,27835.315,22885.436,23.0,23.452,5.3,0.14
1,10,9,56.0,0.0,56.0,51330.644,45548.233,23.0,23.76,5.9,0.14
1,10,10,87.0,0.0,87.0,79935.209,73139.224,24.0,25.164,6.0,0.14
1,10,11,165.0,0.0,165.0,153797.267,144384.056,24.0,26.203,6.0,0.14
1,10,12,153.0,0.0,153.0,141943.514,132950.329,24.0,26.042,6.0,0.14
1,10,13,74.0,0.0,74.0,67034.119,60695.271,24.0,24.977,6.1,0.14
1,10,14,98.0,0.0,98.0,90624.023,83449.291,23.0,24.254,6.4,0.14
1,10,15,80.0,0.0,80.0,74144.006,67553.227,23.0,24.026,6.4,0.14
1,10,16,28.0,0.0,28.0,25048.926,20197.78,23.0,23.394,5.6,0.14
1,10,17,44.206,18.0,42.0,37620.496,32323.89,23.0,23.691,4.6,0.14
1,10,18,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.1,0.14
1,10,19,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.3,0.14
1,10,20,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.8,0.14
1,10,21,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.9,0.14
1,10,22,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.5,0.14
1,10,23,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.1,0.14
1,11,0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.7,0.14
1,11,1,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.5,0.14
1,11,2,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.2,0.14
1,11,3,0.0,0.0,0.0,0.0,0.0,21.0,21.0,2.8,0.14
1,11,4,0.0,0.0,0.0,0.0,0.0,21.0,21.0,2.8,0.14
1,11,5,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.0,0.14
1,11,6,0.0,0.0,0.0,0.0,0.0,21.0,21.0,3.2,0.14
1,11,7,33.022,196.0,23.0,14293.696,9823.651,21.0,21.448,3.4,0.14
1,11,8,238.903,655.0,63.0,209813.651,198415.557,22.0,26.338,3.5,0.14
1,11,9,452.595,821.0,81.0,439394.995,419861.921,22.0,31.021,3.1,0.14
1,11,10,628.882,901.0,91.0,605471.38,580053.56,22.0,35.944,2.5,0.14
1,11,11,745.072,937.0,97.0,699511.675,670761.632,23.0,40.802,2.1,0.14
1,11,12,792.328,951.0,98.0,736367.859,706311.856,23.0,42.701,1.9,0.14
1,11,13,765.107,947.0,93.0,711719.485,682536.871,23.0,42.852,1.7,0.14
1,11,14,511.911,386.0,268.0,483806.466,462699.716,23.0,35.969,1.8,0.14
1,11,15,501.102,823.0,88.0,481759.087,460724.885,24.0,36.498,1.9,0.14
1,11,16,296.945,681.0,73.0,271660.97,258071.379,23.0,30.28,1.9,0.14
1,11,17,85.058,360.0,40.0,59062.466,53006.085,23.0,24.773,2.3,0.14
1,11,18,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.6,0.14
1,11,19,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.9,0.14
1,11,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.0,0.14
1,11,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.1,0.14
1,11,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.1,0.14
1,11,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.0,0.14
1,12,0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.0,0.14
1,12,1,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.2,0.14
1,12,2,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.5,0.14
1,12,3,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.0,0.14
1,12,4,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.7,0.14
1,12,5,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.5,0.14
1,12,6,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.0,0.14
1,12,7,15.0,0.0,15.0,8153.782,3901.299,23.0,23.16,6.6,0.14
1,12,8,10.0,0.0,10.0,8453.856,4190.74,24.0,24.117,7.3,0.14
1,12,9,67.0,0.0,67.0,61637.094,55489.485,24.0,24.735,8.0,0.14
1,12,10,219.175,12.0,212.0,207874.11,196544.741,24.0,26.292,8.5,0.14
1,12,11,394.921,98.0,327.0,377563.092,360220.968,24.0,27.955,9.0,0.14
1,12,12,207.392,6.0,203.0,193840.321,183008.225,25.0,27.022,9.3,0.14
1,12,13,507.338,221.0,350.0,485398.226,464235.075,25.0,29.882,9.5,0.14
1,12,14,302.181,46.0,273.0,287421.029,273272.997,25.0,27.929,9.4,0.14
1,12,15,353.214,264.0,220.0,343013.804,326895.899,25.0,28.528,9.1,0.14
1,12,16,230.41,330.0,121.0,216376.254,204745.621,24.0,26.361,8.7,0.14
1,12,17,56.987,86.0,46.0,46190.277,40590.009,24.0,24.598,8.1,0.14
1,12,18,0.0,0.0,0.0,0.0,0.0,24.0,24.0,7.6,0.14
1,12,19,0.0,0.0,0.0,0.0,0.0,24.0,24.0,7.1,0.14
1,12,20,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.7,0.14
1,12,21,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.2,0.14
1,12,22,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.7,0.14
1,12,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.0,0.14
1,13,0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.4,0.14
1,13,1,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.1,0.14
1,13,2,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.5,0.14
1,13,3,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.4,0.14
1,13,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.0,0.14
1,13,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.7,0.14
1,13,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.1,0.14
1,13,7,22.492,60.0,20.0,11117.223,6759.733,23.0,23.388,2.6,0.14
1,13,8,8.0,0.0,8.0,6717.407,2515.82,23.0,23.159,3.1,0.14
1,13,9,205.964,44.0,186.0,197005.024,186060.79,23.0,26.461,4.2,0.14
1,13,10,205.792,8.0,201.0,194957.437,184085.758,23.0,25.952,5.4,0.14
1,13,11,305.532,31.0,284.0,289114.108,274906.083,24.0,27.993,6.2,0.14
1,13,12,216.137,7.0,211.0,202453.604,191316.306,24.0,26.821,6.2,0.14
1,13,13,262.713,15.0,252.0,247319.745,234592.661,24.0,27.588,5.8,0.14
1,13,14,285.292,35.0,263.0,270560.996,257010.381,24.0,28.043,5.5,0.14
1,13,15,477.978,751.0,97.0,468986.414,448404.799,24.0,31.177,5.1,0.14
1,13,16,168.085,90.0,138.0,158635.548,149050.897,24.0,26.744,4.4,0.14
1,13,17,83.111,323.0,41.0,59126.212,53067.573,24.0,25.303,4.1,0.14
1,13,18,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.4,0.14
1,13,19,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.5,0.14
1,13,20,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.4,0.14
1,13,21,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.4,0.14
1,13,22,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.3,0.14
1,13,23,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.1,0.14
1,14,0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.1,0.14
1,14,1,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.1,0.14
1,14,2,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.4,0.14
1,14,3,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.6,0.14
1,14,4,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.8,0.14
1,14,5,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.9,0.14
1,14,6,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.9,0.14
1,14,7,27.758,127.0,22.0,12613.15,8202.654,24.0,24.305,5.3,0.14
1,14,8,217.946,561.0,67.0,190836.651,180110.987,25.0,27.889,5.9,0.14
1,14,9,133.0,0.0,133.0,124831.004,116444.182,25.0,26.745,6.2,0.14
1,14,10,260.205,32.0,241.0,246323.059,233631.291,25.0,28.445,6.1,0.14
1,14,11,362.556,64.0,318.0,342678.309,326572.291,25.0,29.847,6.0,0.14
