date,hour,n_slots_of_12,poa_wm2,dc_w,ac_w
2012-04-04,10,12,555.471,2388524.23,2298963.589
2012-04-04,11,12,665.9,2863369.294,2754486.712
2012-04-04,12,12,510.053,2193227.709,2111048.053
2012-04-04,13,12,244.451,1051137.295,1005517.819
2012-04-04,14,12,393.979,1694111.299,1629296.645
2012-04-04,15,12,216.102,929238.208,886854.771
2012-04-04,16,12,119.87,515443.083,483086.244
2012-04-04,17,12,21.451,92241.266,68607.519
2012-04-05,6,12,154.118,662705.389,626949.958
2012-04-05,7,12,283.509,1219087.069,1168798.588
2012-04-05,8,12,441.803,1899752.709,1828044.406
2012-04-05,9,12,427.439,1837988.311,1768388.935
2012-04-05,10,12,422.256,1815699.713,1746853.275
2012-04-05,11,12,551.06,2369557.718,2280728.351
2012-04-05,12,12,400.98,1724213.947,1658413.017
2012-04-05,13,12,206.016,885869.725,844606.597
2012-04-05,14,12,173.463,745892.898,708134.743
2012-04-05,15,12,96.438,414683.456,384543.953
2012-04-05,16,12,82.18,353374.477,324541.191
2012-04-05,17,12,11.465,49297.752,26462.616
2012-04-06,6,12,142.233,611600.888,577046.118
2012-04-06,7,12,324.735,1396359.247,1340878.012
2012-04-06,8,12,451.006,1939326.037,1866249.175
2012-04-06,9,12,578.289,2486644.017,2393250.591
2012-04-06,10,12,608.96,2618528.335,2519852.059
2012-04-06,11,12,907.699,3903105.675,3583333.333
2012-04-06,12,12,822.54,3536922.547,3397288.175
2012-04-06,13,12,751.818,3232816.256,3107551.923
2012-04-06,14,12,416.16,1789487.541,1721521.088
2012-04-06,15,12,284.882,1224992.067,1174534.989
2012-04-06,16,12,115.603,497093.504,465147.007
2012-04-06,17,12,13.262,57028.397,34050.672
2012-04-07,6,12,144.674,622100.231,587300.63
2012-04-07,7,12,355.335,1527939.511,1468428.256
2012-04-07,8,12,577.834,2484684.216,2391368.159
2012-04-07,9,12,662.019,2846683.405,2738512.841
2012-04-07,10,12,759.746,3266907.348,3140071.894
2012-04-07,11,12,781.448,3360226.704,3229039.134
2012-04-07,12,12,684.879,2944981.476,2832581.666
2012-04-07,13,12,560.906,2411896.654,2321430.586
2012-04-07,14,12,308.62,1327065.876,1273646.77
2012-04-07,15,12,167.786,721480.778,684316.543
2012-04-07,16,12,65.849,283152.176,255775.078
2012-04-07,17,12,10.814,46500.369,23716.702
2012-04-08,6,12,137.964,593243.314,559114.327
2012-04-08,7,12,274.197,1179045.967,1129892.772
2012-04-08,8,12,447.216,1923027.165,1850515.605
2012-04-08,9,12,670.487,2883093.292,2773365.945
2012-04-08,10,12,899.167,3866416.667,3583333.333
2012-04-08,11,12,846.769,3641105.757,3496364.476
2012-04-08,12,12,647.282,2783314.45,2677826.024
2012-04-08,13,12,301.315,1295655.224,1243157.203
2012-04-08,14,12,276.786,1190181.661,1140714.127
2012-04-08,15,12,212.298,912879.321,870920.382
2012-04-08,16,12,74.265,319338.547,291216.383
2012-04-08,17,12,13.885,59707.071,36679.819
2012-04-09,6,12,66.406,285547.719,258121.647
2012-04-09,7,12,121.298,521580.644,489085.905
2012-04-09,8,12,116.556,501190.948,469153.075
2012-04-09,9,12,159.86,687396.747,651053.12
2012-04-09,10,12,201.016,864368.401,823654.672
2012-04-09,11,12,299.957,1289813.773,1237486.106
2012-04-09,12,12,287.17,1234830.347,1184091.7
2012-04-09,13,12,201.634,867027.217,826245.767
2012-04-09,14,12,317.839,1366709.811,1312116.007
2012-04-09,15,12,203.81,876382.276,835362.063
2012-04-09,16,12,108.018,464479.433,433255.082
2012-04-09,17,12,13.638,58643.103,35635.531
2012-04-10,6,12,93.024,400002.121,370178.37
2012-04-10,7,12,299.27,1286861.053,1234619.384
2012-04-10,8,12,527.219,2267041.728,2182111.133
2012-04-10,9,12,612.567,2634039.932,2534732.427
2012-04-10,10,12,851.022,3659396.644,3513749.084
2012-04-10,11,12,930.016,3999067.518,3583333.333
2012-04-10,12,12,557.135,2395681.63,2305844.219
2012-04-10,13,12,205.18,882274.035,841103.062
2012-04-10,14,12,252.185,1084396.541,1037871.826
2012-04-10,15,12,148.577,638880.09,603687.226
2012-04-10,16,12,99.882,429493.391,399033.48
2012-04-10,17,12,16.386,70458.395,47231.731
2012-04-11,6,12,78.163,336100.858,307629.727
2012-04-11,7,12,379.561,1632110.365,1569302.404
2012-04-11,8,12,553.7,2380910.088,2291643.392
2012-04-11,9,12,711.939,3061335.663,2943821.768
2012-04-11,10,12,861.283,3703518.863,3555673.227
2012-04-11,11,12,904.036,3887352.689,3583333.333
2012-04-11,12,12,942.199,4051454.793,3583333.333
2012-04-11,13,12,796.111,3423277.042,3289106.381
2012-04-11,14,12,609.674,2621597.557,2522796.547
2012-04-11,15,12,343.252,1475984.267,1418082.175
2012-04-11,16,12,132.542,569931.814,536339.313
2012-04-11,17,12,17.715,76175.842,52842.726
2012-04-12,6,12,123.852,532561.625,499819.348
2012-04-12,7,12,359.084,1544059.657,1484044.383
2012-04-12,8,12,559.807,2407168.596,2316886.069
2012-04-12,9,12,848.808,3649875.216,3504699.785
2012-04-12,10,12,859.904,3697587.387,3550038.224
2012-04-12,11,12,941.282,4047510.92,3583333.333
2012-04-12,12,12,900.715,3873073.194,3583333.333
2012-04-12,13,12,778.425,3347227.853,3216651.022
2012-04-12,14,12,517.085,2223465.394,2140164.521
2012-04-12,15,12,251.4,1081020.618,1034588.223
2012-04-12,16,12,80.533,346290.774,317606.315
2012-04-12,17,12,11.342,48769.961,25944.541
2012-04-13,6,12,164.69,708165.984,671323.513
2012-04-13,7,12,395.599,1701075.411,1636033.282
2012-04-13,8,12,611.502,2629459.709,2530338.807
2012-04-13,9,12,645.357,2775035.273,2669894.705
2012-04-13,10,12,721.983,3104528.51,2985086.376
2012-04-13,11,12,721.361,3101852.484,2982530.284
2012-04-13,12,12,624.955,2687304.947,2585814.039
2012-04-13,13,12,317.089,1363483.046,1308985.363
2012-04-13,14,12,175.028,752618.709,714696.016
2012-04-13,15,12,193.896,833751.642,793813.33
2012-04-13,16,12,76.671,329685.201,301347.922
2012-04-13,17,12,14.313,61547.722,38486.401
2012-04-14,6,12,157.803,678553.021,642420.675
2012-04-14,7,12,397.683,1710036.833,1644701.375
2012-04-14,8,12,636.411,2736566.954,2633034.896
2012-04-14,9,12,819.645,3524474.877,3385444.395
2012-04-14,10,12,924.448,3975124.938,3583333.333
2012-04-14,11,12,949.329,4082113.475,3583333.333
2012-04-14,12,12,907.178,3900866.533,3583333.333
2012-04-14,13,12,785.301,3376796.09,3244827.905
2012-04-14,14,12,600.387,2581663.69,2484479.234
2012-04-14,15,12,365.516,1571718.842,1510833.529
2012-04-14,16,12,146.885,631604.865,596582.806
2012-04-14,17,12,19.935,85718.894,62207.468
2012-04-15,6,12,92.427,397436.134,367667.378
2012-04-15,7,12,180.371,775593.524,737105.835
2012-04-15,8,12,326.933,1405813.598,1350047.789
2012-04-15,9,12,606.448,2607724.938,2509487.065
2012-04-15,10,12,917.086,3943470.69,3583333.333
2012-04-15,11,12,904.603,3889794.828,3583333.333
2012-04-15,12,12,947.638,4074844.427,3583333.333
2012-04-15,13,12,823.781,3542258.272,3402364.631
2012-04-15,14,12,495.906,2132397.537,2052449.519
2012-04-15,15,12,315.865,1358220.577,1303879.463
2012-04-15,16,12,123.358,530440.569,497746.186
2012-04-15,17,12,13.638,58643.545,35635.964
2012-04-16,6,12,177.181,761877.228,723727.399
2012-04-16,7,12,369.444,1588607.728,1527187.91
2012-04-16,8,12,584.327,2512607.297,2418185.757
2012-04-16,9,12,687.337,2955550.103,2842690.606
2012-04-16,10,12,623.048,2679106.086,2577952.857
2012-04-16,11,12,667.403,2869832.974,2760673.928
2012-04-16,12,12,844.29,3630445.341,3486230.928
2012-04-16,13,12,663.389,2852571.193,2744149.66
2012-04-16,14,12,575.254,2473593.093,2380714.267
2012-04-16,15,12,368.364,1583964.84,1522692.207
2012-04-16,16,12,129.887,558513.69,525182.249
2012-04-16,17,12,22.415,96384.606,72672.962
2012-04-17,6,12,135.581,583000.292,549107.615
2012-04-17,7,12,215.849,928151.293,885796.132
2012-04-17,8,12,514.472,2212231.291,2129347.902
2012-04-17,9,12,769.868,3310432.77,3181576.8
2012-04-17,10,12,839.567,3610139.932,3466926.353
2012-04-17,11,12,786.349,3381301.734,3249120.869
2012-04-17,12,12,880.836,3787594.807,3583333.333
2012-04-17,13,12,718.046,3087599.908,2968915.432
2012-04-17,14,12,431.401,1855026.355,1784848.514
2012-04-17,15,12,272.614,1172240.281,1123278.67
2012-04-17,16,12,129.279,555901.652,522629.773
2012-04-17,17,12,22.407,96350.446,72639.445
2012-04-18,6,12,139.428,599539.742,565265.045
2012-04-18,7,12,335.634,1443225.01,1386325.543
2012-04-18,8,12,596.948,2566878.469,2470289.032
2012-04-18,9,12,768.447,3304323.173,3175751.808
2012-04-18,10,12,922.023,3964700.616,3583333.333
2012-04-18,11,12,1022.373,4396204.115,3583333.333
2012-04-18,12,12,893.44,3841791.841,3583333.333
2012-04-18,13,12,693.504,2982066.328,2868049.247
2012-04-18,14,12,455.317,1957864.05,1884141.434
2012-04-18,15,12,382.643,1645362.962,1582128.866
2012-04-18,16,12,151.325,650698.03,615226.732
2012-04-18,17,12,19.367,83279.844,59814.067
2012-04-19,6,12,131.822,566834.765,533313.185
2012-04-19,7,12,190.737,820169.397,780572.481
2012-04-19,8,12,269.504,1158865.445,1110279.175
2012-04-19,9,12,573.77,2467212.818,2374585.03
2012-04-19,10,12,908.301,3905693.883,3583333.333
2012-04-19,11,12,968.289,4163642.693,3583333.333
2012-04-19,12,12,904.12,3887716.759,3583333.333
2012-04-19,13,12,804.102,3457638.208,3321827.351
2012-04-19,14,12,603.652,2595701.796,2497950.638
2012-04-19,15,12,359.387,1545362.367,1485306.263
2012-04-19,16,12,130.421,560808.436,527424.619
2012-04-19,17,12,18.786,80780.778,57361.718
2012-04-20,6,12,166.94,717842.773,680766.606
2012-04-20,7,12,320.587,1378522.014,1323575.572
2012-04-20,8,12,600.797,2583428.879,2486173.258
2012-04-20,9,12,851.062,3659566.494,3513910.505
2012-04-20,10,12,965.53,4151778.417,3583333.333
2012-04-20,11,12,979.998,4213992.498,3583333.333
2012-04-20,12,12,910.806,3916464.788,3583333.333
2012-04-20,13,12,767.513,3300306.927,3171922.476
2012-04-20,14,12,623.111,2679378.366,2578213.933
2012-04-20,15,12,318.246,1368456.466,1313810.594
2012-04-20,16,12,159.633,686422.362,650102.048
2012-04-20,17,12,26.46,113780.101,89739.795
2012-04-21,6,12,96.493,414918.59,384774.014
2012-04-21,7,12,284.255,1222295.3,1171915.256
2012-04-21,8,12,419.069,1801996.993,1733611.319
2012-04-21,9,12,566.821,2437331.702,2345874.934
2012-04-21,10,12,899.604,3868298.799,3583333.333
2012-04-21,11,12,768.008,3302433.98,3173950.554
2012-04-21,12,12,644.977,2773399.826,2668327.902
2012-04-21,13,12,629.046,2704898.142,2602680.677
2012-04-21,14,12,492.206,2116486.566,2037116.986
2012-04-21,15,12,204.232,878199.097,837132.427
2012-04-21,16,12,86.811,373287.572,344033.592
2012-04-21,17,12,21.3,91590.533,67969.006
2012-04-22,6,12,130.626,561690.479,528286.517
2012-04-22,7,12,340.343,1463473.933,1405955.825
2012-04-22,8,12,575.738,2475672.044,2382711.343
2012-04-22,9,12,804.472,3459229.967,3323342.881
2012-04-22,10,12,914.267,3931348.255,3583333.333
2012-04-22,11,12,572.078,2459934.945,2367593.083
2012-04-22,12,12,552.436,2375474.631,2286417.464
2012-04-22,13,12,497.298,2138381.527,2058215.398
2012-04-22,14,12,221.092,950693.637,907749.943
2012-04-22,15,12,196.259,843914.275,803719.478
2012-04-22,16,12,89.354,384224.241,354737.748
2012-04-22,17,12,21.016,90367.077,66768.516
2012-04-23,6,12,127.139,546696.374,513633.932
2012-04-23,7,12,303.482,1304971.008,1252200.701
2012-04-23,8,12,461.991,1986562.49,1911834.329
2012-04-23,9,12,597.23,2568090.271,2471452.137
2012-04-23,10,12,713.892,3069737.079,2951849.387
2012-04-23,11,12,710.393,3054688.844,2937470.248
2012-04-23,12,12,770.62,3313664.111,3184657.484
2012-04-23,13,12,571.065,2455578.017,2363407.107
2012-04-23,14,12,506.566,2178233.313,2096606.718
2012-04-23,15,12,273.138,1174494.427,1125469.405
2012-04-23,16,12,141.454,608250.092,573773.258
2012-04-23,17,12,24.528,105472.239,81589.225
2012-04-24,6,12,151.461,651280.931,615795.869
2012-04-24,7,12,306.879,1319577.945,1266379.19
2012-04-24,8,12,552.812,2377091.102,2287971.65
2012-04-24,9,12,836.963,3598938.927,3456275.908
2012-04-24,10,12,872.252,3750685.15,3583333.333
2012-04-24,11,12,969.263,4167829.28,3583333.333
2012-04-24,12,12,914.914,3934131.517,3583333.333
2012-04-24,13,12,834.619,3588860.581,3446692.014
2012-04-24,14,12,438.751,1886628.089,1815370.682
2012-04-24,15,12,182.588,785128.633,746405.117
2012-04-24,16,12,91.443,393204.459,363526.275
2012-04-24,17,12,14.168,60921.962,37872.227
2012-04-25,6,12,163.607,703508.688,666778.401
2012-04-25,7,12,431.159,1853984.011,1783841.631
2012-04-25,8,12,666.432,2865659.626,2756679.123
2012-04-25,9,12,833.62,3584567.2,3442609.003
2012-04-25,10,12,944.409,4060956.804,3583333.333
2012-04-25,11,12,787.588,3386628.47,3254195.94
2012-04-25,12,12,505.283,2172714.777,2091291.241
2012-04-25,13,12,465.331,2000924.949,1925690.878
2012-04-25,14,12,415.383,1786148.686,1718293.898
2012-04-25,15,12,303.208,1303792.94,1251057.108
2012-04-25,16,12,123.415,530683.805,497983.932
2012-04-25,17,12,16.893,72641.051,49373.782
2012-04-26,6,12,189.939,816739.816,777228.852
2012-04-26,7,12,422.815,1818103.017,1749175.599
2012-04-26,8,12,663.102,2851337.767,2742968.834
2012-04-26,9,12,613.316,2637256.989,2537818.309
2012-04-26,10,12,782.207,3363488.331,3232147.288
2012-04-26,11,12,830.146,3569626.642,3428399.27
2012-04-26,12,12,757.741,3258284.793,3131847.667
2012-04-26,13,12,693.938,2983931.691,2869832.947
2012-04-26,14,12,306.9,1319671.059,1266469.566
2012-04-26,15,12,265.359,1141043.919,1092955.374
2012-04-26,16,12,133.006,571924.092,538285.924
2012-04-26,17,12,22.93,98599.918,74846.564
2012-04-27,6,12,181.982,782523.37,743864.367
2012-04-27,7,12,425.249,1828569.263,1759288.599
2012-04-27,8,12,630.275,2710180.633,2607744.491
2012-04-27,9,12,777.367,3342679.844,3212316.352
2012-04-27,10,12,903.654,3885713.58,3583333.333
2012-04-27,11,12,868.404,3734136.505,3583333.333
2012-04-27,12,12,620.995,2670279.259,2569488.924
2012-04-27,13,12,329.565,1417127.87,1361020.487
2012-04-27,14,12,198.726,854522.619,814059.134
2012-04-27,15,12,141.792,609706.373,575195.679
2012-04-27,16,12,148.407,638149.743,602974.047
2012-04-27,17,12,22.595,97159.524,73433.295
2012-04-28,6,12,146.461,629784.293,594804.906
2012-04-28,7,12,353.529,1520174.887,1460905.602
2012-04-28,8,12,604.268,2598353.11,2500494.73
2012-04-28,9,12,811.095,3487707.432,3350452.874
2012-04-28,10,12,876.915,3770734.165,3583333.333
2012-04-28,11,12,912.601,3924185.217,3583333.333
2012-04-28,12,12,915.358,3936037.479,3583333.333
2012-04-28,13,12,796.035,3422950.924,3288795.78
2012-04-28,14,12,582.405,2504340.476,2410246.925
2012-04-28,15,12,348.432,1498257.158,1439668.086
2012-04-28,16,12,130.507,561179.126,527786.843
2012-04-28,17,12,20.846,89636.142,66051.295
2012-04-29,6,12,162.703,699620.809,662984.031
2012-04-29,7,12,416.513,1791005.375,1722988.128
2012-04-29,8,12,679.594,2922252.937,2810838.442
2012-04-29,9,12,597.812,2570593.309,2473854.549
2012-04-29,10,12,701.765,3017587.697,2902010.377
2012-04-29,11,12,626.073,2692115.528,2590426.22
2012-04-29,12,12,786.681,3382728.89,3250480.622
2012-04-29,13,12,650.076,2795327.443,2689333.225
2012-04-29,14,12,409.889,1762520.751,1695453.418
2012-04-29,15,12,262.293,1127861.227,1080139.086
2012-04-29,16,12,91.089,391684.37,362038.682
2012-04-29,17,12,19.13,82258.241,58811.568
2012-04-30,6,12,132.857,571286.928,537663.369
2012-04-30,7,12,320.288,1377236.515,1322328.509
2012-04-30,8,12,501.899,2158163.557,2077274.183
2012-04-30,9,12,772.367,3321179.403,3191822.036
2012-04-30,10,12,920.656,3958820.984,3583333.333
2012-04-30,11,12,947.606,4074707.184,3583333.333
2012-04-30,12,12,897.639,3859849.282,3583333.333
2012-04-30,13,12,772.284,3320820.497,3191479.892
2012-04-30,14,12,562.297,2417875.349,2327176.912
2012-04-30,15,12,344.424,1481022.557,1422965.441
2012-04-30,16,12,127.249,547172.794,514099.53
2012-04-30,17,12,23.947,102970.395,79134.63
2012-05-01,6,12,181.444,780211.102,741609.307
2012-05-01,7,12,426.184,1832592.831,1763176.116
2012-05-01,8,12,645.278,2774694.592,2669568.325
2012-05-01,9,12,836.835,3598388.629,3455752.631
2012-05-01,10,12,936.284,4026021.511,3583333.333
2012-05-01,11,12,962.905,4140490.591,3583333.333
2012-05-01,12,12,873.012,3753949.867,3583333.333
2012-05-01,13,12,652.024,2803702.201,2697354.637
2012-05-01,14,12,587.599,2526677.617,2431696.475
2012-05-01,15,12,340.538,1464313.721,1406769.88
2012-05-01,16,12,124.639,535949.069,503130.221
2012-05-01,17,12,22.45,96532.882,72818.447
2012-05-02,6,12,149.835,644289.362,608969.205
2012-05-02,7,12,410.571,1765454.936,1698290.077
2012-05-02,8,12,587.899,2527966.646,2432934.151
2012-05-02,9,12,808.253,3475486.376,3338819.525
2012-05-02,10,12,911.015,3917363.416,3583333.333
2012-05-02,11,12,939.372,4039298.117,3583333.333
2012-05-02,12,12,870.271,3742167.329,3583333.333
2012-05-02,13,12,754.945,3246265.23,3120382.288
2012-05-02,14,12,580.767,2497297.977,2403483.373
2012-05-02,15,12,351.677,1512212.562,1453190.866
2012-05-02,16,12,127.408,547855.922,514767.138
2012-05-02,17,12,23.036,99056.628,75294.67
2012-05-03,6,12,130.509,561189.386,527796.869
2012-05-03,7,12,395.155,1699164.528,1634184.858
2012-05-03,8,12,623.261,2680020.454,2578829.595
2012-05-03,9,12,738.697,3176396.226,3053709.985
2012-05-03,10,12,888.597,3820965.261,3583333.333
2012-05-03,11,12,897.616,3859747.326,3583333.333
2012-05-03,12,12,888.897,3822257.575,3583333.333
2012-05-03,13,12,771.723,3318409.2,3189181.176
2012-05-03,14,12,581.522,2500545.369,2406602.192
2012-05-03,15,12,363.822,1564435.346,1503779.782
2012-05-03,16,12,163.842,704520.582,667765.937
2012-05-03,17,12,28.273,121572.706,97384.323
2012-05-04,6,12,164.156,705869.214,669082.091
2012-05-04,7,12,273.544,1176237.126,1127163.05
2012-05-04,8,12,434.625,1868887.5,1798237.204
2012-05-04,9,12,785.517,3377723.059,3245711.133
2012-05-04,10,12,855.814,3680001.612,3533329.651
2012-05-04,11,12,973.19,4184719.048,3583333.333
2012-05-04,12,12,887.589,3816631.722,3583333.333
2012-05-04,13,12,715.857,3078185.371,2959921.181
2012-05-04,14,12,580.404,2495737.24,2401984.397
2012-05-04,15,12,351.557,1511694.037,1452688.447
2012-05-04,16,12,124.245,534251.954,501471.481
2012-05-04,17,12,22.979,98808.21,75050.933
2012-05-05,6,12,177.068,761391.117,723253.232
2012-05-05,7,12,352.256,1514702.181,1455603.129
2012-05-05,8,12,618.55,2659764.47,2559405.546
2012-05-05,9,12,692.587,2978125.953,2864281.276
2012-05-05,10,12,918.698,3950402.145,3583333.333
2012-05-05,11,12,935.795,4023917.406,3583333.333
2012-05-05,12,12,893.422,3841716.085,3583333.333
2012-05-05,13,12,775.226,3333471.459,3203539.367
2012-05-05,14,12,564.936,2429226.167,2338085.718
2012-05-05,15,12,351.457,1511266.502,1452274.188
2012-05-05,16,12,125.963,541642.359,508694.593
2012-05-05,17,12,22.714,97669.042,73933.22
2012-05-06,6,12,176.942,760848.881,722724.316
2012-05-06,7,12,403.561,1735310.365,1669143.899
2012-05-06,8,12,632.976,2721796.818,2618878.957
2012-05-06,9,12,817.293,3514359.021,3375818.316
2012-05-06,10,12,917.673,3945994.73,3583333.333
2012-05-06,11,12,887.689,3817061.48,3583333.333
2012-05-06,12,12,854.976,3676397.652,3529905.131
2012-05-06,13,12,755.761,3249773.772,3123729.191
2012-05-06,14,12,535.928,2304491.746,2218147.429
2012-05-06,15,12,331.865,1427018.812,1370611.918
2012-05-06,16,12,125.287,538735.191,505853.289
2012-05-06,17,12,21.605,92902.771,69256.597
2012-05-07,6,12,94.921,408162.435,378163.409
2012-05-07,7,12,174.532,750489.254,712618.697
2012-05-07,8,12,431.366,1854875.774,1784703.057
2012-05-07,9,12,738.598,3175970.001,3053303.131
2012-05-07,10,12,653.195,2808739.625,2702179.231
2012-05-07,11,12,728.521,3132640.466,3011934.677
2012-05-07,12,12,816.935,3512820.577,3374354.281
2012-05-07,13,12,762.055,3276836.257,3149541.331
2012-05-07,14,12,580.028,2494119.395,2400430.552
2012-05-07,15,12,339.157,1458374.155,1401012.189
2012-05-07,16,12,129.399,556414.75,523131.175
2012-05-07,17,12,30.544,131340.935,106966.19
2012-05-08,6,12,104.305,448509.978,417635.87
2012-05-08,7,12,310.542,1335330.049,1281667.187
2012-05-08,8,12,632.296,2718872.897,2616076.4
2012-05-08,9,12,802.504,3450768.976,3315286.831
2012-05-08,10,12,828.779,3563748.808,3422808.424
2012-05-08,11,12,860.936,3702026.837,3554255.806
2012-05-08,12,12,829.014,3564761.782,3423771.96
2012-05-08,13,12,705.087,3031875.103,2915667.147
2012-05-08,14,12,581.623,2500978.151,2407017.832
2012-05-08,15,12,321.638,1383044.525,1327962.751
2012-05-08,16,12,148.584,638910.54,603716.96
2012-05-08,17,12,17.941,77146.695,53795.476
2012-05-09,6,12,128.546,552749.029,519548.96
2012-05-09,7,12,290.276,1248186.207,1197063.98
2012-05-09,8,12,377.817,1624611.206,1562043.706
2012-05-09,9,12,809.119,3479212.787,3342366.871
2012-05-09,10,12,915.865,3938219.743,3583333.333
2012-05-09,11,12,908.71,3907452.322,3583333.333
2012-05-09,12,12,876.414,3768580.144,3583333.333
2012-05-09,13,12,600.613,2582635.427,2485411.798
2012-05-09,14,12,555.05,2386712.918,2297222.248
2012-05-09,15,12,298.508,1283584.143,1231437.826
2012-05-09,16,12,187.717,807184.847,767912.813
2012-05-09,17,12,31.996,137581.269,113087.038
2012-05-10,6,12,169.327,728105.509,690780.612
2012-05-10,7,12,396.821,1706330.819,1641116.752
2012-05-10,8,12,622.919,2678553.435,2577422.947
2012-05-10,9,12,779.674,3352596.953,3221768.037
2012-05-10,10,12,885.685,3808446.983,3583333.333
2012-05-10,11,12,906.495,3897927.853,3583333.333
2012-05-10,12,12,860.374,3699608.381,3551958.237
2012-05-10,13,12,739.078,3178035.01,3055274.273
2012-05-10,14,12,560.737,2411169.348,2320731.525
2012-05-10,15,12,337.729,1452234.698,1395060.406
2012-05-10,16,12,139.603,600293.798,566001.628
2012-05-10,17,12,27.414,117879.441,93761.304
2012-05-11,6,12,165.824,713043.323,676083.165
2012-05-11,7,12,387.873,1667854.606,1603893.821
2012-05-11,8,12,622.524,2676852.855,2575792.327
2012-05-11,9,12,782.279,3363799.92,3232444.21
2012-05-11,10,12,855.139,3677097.909,3530570.531
2012-05-11,11,12,925.351,3979010.119,3583333.333
2012-05-11,12,12,867.832,3731676.698,3582419.498
2012-05-11,13,12,744.712,3202261.066,3078396.358
2012-05-11,14,12,560.089,2408384.37,2318054.665
2012-05-11,15,12,334.27,1437361.38,1380640.395
2012-05-11,16,12,122.016,524667.388,492103.171
2012-05-11,17,12,23.983,103126.271,79287.564
2012-05-12,6,12,178.814,768901.519,730578.871
2012-05-12,7,12,382.909,1646510.776,1583239.701
2012-05-12,8,12,609.639,2621448.922,2522653.954
2012-05-12,9,12,790.291,3398250.375,3265267.911
2012-05-12,10,12,877.738,3774274.284,3583333.333
2012-05-12,11,12,905.926,3895483.639,3583333.333
2012-05-12,12,12,856.674,3683699.846,3536843.634
2012-05-12,13,12,736.749,3168021.077,3045715.189
2012-05-12,14,12,558.749,2402622.156,2312515.939
2012-05-12,15,12,337.15,1449744.49,1392646.228
2012-05-12,16,12,120.536,518306.219,485885.091
2012-05-12,17,12,22.22,95544.18,71848.348
2012-05-13,6,12,122.233,525603.515,493018.211
2012-05-13,7,12,354.093,1522600.306,1463255.493
2012-05-13,8,12,508.106,2184856.448,2102985.802
2012-05-13,9,12,518.607,2230008.884,2146464.336
2012-05-13,10,12,824.228,3544179.451,3404192.397
2012-05-13,11,12,899.25,3866777.059,3583333.333
2012-05-13,12,12,824.848,3546846.847,3406730.045
2012-05-13,13,12,723.168,3109622.681,2989952.068
2012-05-13,14,12,549.959,2364825.769,2276178.363
2012-05-13,15,12,324.31,1394530.92,1339104.628
2012-05-13,16,12,74.988,322447.486,294260.782
2012-05-13,17,12,24.538,105515.421,81631.59
2012-05-14,6,12,181.522,780544.311,741934.275
2012-05-14,7,12,381.306,1639615.491,1576566.39
2012-05-14,8,12,638.35,2744903.009,2641023.474
2012-05-14,9,12,746.773,3211125.959,3086856.012
2012-05-14,10,12,880.041,3784177.401,3583333.333
2012-05-14,11,12,914.033,3930341.804,3583333.333
2012-05-14,12,12,611.607,2629912.12,2530772.795
2012-05-14,13,12,574.446,2470117.747,2377375.705
2012-05-14,14,12,406.413,1747577.676,1681005.862
2012-05-14,15,12,289.453,1244646.774,1193626.35
2012-05-14,16,12,165.925,713476.186,676505.573
2012-05-14,17,12,31.778,136646.046,112169.743
2012-05-15,6,12,177.432,762957.109,724780.74
2012-05-15,7,12,422.466,1816602.018,1747725.183
2012-05-15,8,12,619.988,2665946.26,2565333.819
2012-05-15,9,12,762.86,3280298.986,3152843.616
2012-05-15,10,12,875.083,3762857.925,3583333.333
2012-05-15,11,12,900.712,3873063.142,3583333.333
2012-05-15,12,12,852.872,3667348.215,3521305.768
2012-05-15,13,12,723.418,3110695.785,2990977.013
2012-05-15,14,12,545.855,2347176.888,2259206.438
2012-05-15,15,12,326.491,1403913.323,1348204.774
2012-05-15,16,12,116.987,503042.01,470962.809
2012-05-15,17,12,21.441,92197.186,68564.266
2012-05-16,6,12,176.468,758810.535,720736.022
2012-05-16,7,12,414.041,1780377.271,1712715.273
2012-05-16,8,12,574.739,2471376.425,2378584.855
2012-05-16,9,12,778.629,3348103.027,3217485.123
2012-05-16,10,12,872.5,3751748.987,3583333.333
2012-05-16,11,12,701.257,3015406.283,2899925.094
2012-05-16,12,12,429.078,1845036.53,1775198.162
2012-05-16,13,12,752.182,3234382.077,3109045.801
2012-05-16,14,12,523.61,2251523.022,2167174.697
2012-05-16,15,12,343.765,1478188.04,1420218.167
2012-05-16,16,12,134.044,576387.11,542646.519
2012-05-16,17,12,25.065,107778.72,83852.097
2012-05-17,6,12,152.349,655101.807,619526.446
2012-05-17,7,12,358.261,1540522.775,1480618.278
2012-05-17,8,12,567.116,2438599.189,2347092.906
2012-05-17,9,12,755.643,3249265.119,3123243.979
2012-05-17,10,12,725.565,3119931.548,2999797.881
2012-05-17,11,12,845.075,3633821.313,3489440.156
2012-05-17,12,12,871.781,3748658.664,3583333.333
2012-05-17,13,12,748.693,3219380.489,3094732.594
2012-05-17,14,12,559.892,2407537.7,2317240.852
2012-05-17,15,12,279.126,1200242.992,1150490.524
2012-05-17,16,12,74.745,321404.7,293239.654
2012-05-17,17,12,28.447,122321.539,98118.898
2012-05-18,6,12,179.302,770996.703,732622.424
2012-05-18,7,12,412.328,1773009.52,1705593.22
2012-05-18,8,12,609.729,2621835.531,2523024.846
2012-05-18,9,12,769.433,3308561.343,3179792.584
2012-05-18,10,12,867.28,3729302.061,3580164.168
