date,hour,n_slots_of_12,poa_wm2,dc_w,ac_w
2012-05-18,11,12,893.224,3840862.012,3583333.333
2012-05-18,12,12,844.208,3630095.833,3485898.677
2012-05-18,13,12,726.985,3126036.47,3005628.15
2012-05-18,14,12,557.436,2396974.108,2307086.67
2012-05-18,15,12,351.624,1511984.231,1452969.628
2012-05-18,16,12,145.223,624460.671,589605.897
2012-05-18,17,12,29.86,128396.698,104078.211
2012-05-19,6,12,180.787,777384.527,738852.602
2012-05-19,7,12,396.11,1703271.616,1638157.665
2012-05-19,8,12,604.79,2600598.019,2502648.805
2012-05-19,9,12,773.126,3324442.648,3194932.834
2012-05-19,10,12,868.805,3735861.11,3583333.333
2012-05-19,11,12,855.993,3680768.276,3534058.128
2012-05-19,12,12,788.707,3391440.93,3258780.822
2012-05-19,13,12,738.597,3175968.84,3053302.023
2012-05-19,14,12,565.682,2432434.447,2341168.863
2012-05-19,15,12,389.454,1674650.73,1610469.506
2012-05-19,16,12,154.084,662561.732,626809.708
2012-05-19,17,12,31.568,135741.322,111282.355
2012-05-20,6,12,168.377,724019.171,686793.42
2012-05-20,7,12,420.276,1807186.109,1738626.138
2012-05-20,8,12,545.097,2343918.333,2256072.576
2012-05-20,9,12,785.017,3375573.541,3243663.033
2012-05-20,10,12,870.852,3744662.293,3583333.333
2012-05-20,11,12,881.751,3791530.181,3583333.333
2012-05-20,12,12,806.968,3469961.188,3333559.618
2012-05-20,13,12,585.72,2518596.148,2423936.63
2012-05-20,14,12,533.968,2296061.661,2210036.634
2012-05-20,15,12,336.584,1447309.625,1390285.651
2012-05-20,16,12,115.811,497985.218,466018.848
2012-05-20,17,12,27.753,119336.049,95190.221
2012-05-21,6,12,111.43,479147.317,447599.325
2012-05-21,7,12,321.907,1384201.852,1329085.417
2012-05-21,8,12,487.727,2097224.368,2018552.128
2012-05-21,9,12,733.364,3153466.268,3031819.936
2012-05-21,10,12,882.415,3794386.453,3583333.333
2012-05-21,11,12,913.59,3928437.849,3583333.333
2012-05-21,12,12,867.23,3729088.98,3579961.79
2012-05-21,13,12,727.9,3129970.095,3009384.635
2012-05-21,14,12,546.481,2349866.578,2261793.134
2012-05-21,15,12,354.642,1524960.494,1465542.136
2012-05-21,16,12,158.829,682966.365,646728.667
2012-05-21,17,12,39.327,169106.79,144003.776
2012-05-22,6,12,158.044,679590.208,643433.118
2012-05-22,7,12,312.18,1342374.019,1288502.925
2012-05-22,8,12,557.962,2399235.053,2309260.07
2012-05-22,9,12,623.884,2682703.263,2581401.952
2012-05-22,10,12,798.611,3434028.677,3299345.894
2012-05-22,11,12,878.712,3778461.115,3583333.333
2012-05-22,12,12,830.771,3572316.97,3430958.141
2012-05-22,13,12,721.827,3103855.09,2984443.144
2012-05-22,14,12,534.691,2299169.522,2213026.856
2012-05-22,15,12,329.675,1417603.996,1361482.215
2012-05-22,16,12,126.39,543475.606,510486.269
2012-05-22,17,12,24.615,105843.31,81953.283
2012-05-23,6,12,119.531,513983.816,481659.716
2012-05-23,7,12,325.353,1399017.665,1343456.491
2012-05-23,8,12,564.352,2426711.999,2335669.55
2012-05-23,9,12,782.849,3366248.694,3234777.692
2012-05-23,10,12,670.179,2881768.511,2772098.009
2012-05-23,11,12,917.776,3946434.997,3583333.333
2012-05-23,12,12,720.191,3096823.281,2977726.311
2012-05-23,13,12,763.354,3282422.734,3154868.912
2012-05-23,14,12,520.562,2238416.672,2154558.482
2012-05-23,15,12,288.412,1240173.198,1189281.289
2012-05-23,16,12,128.884,554199.471,520966.374
2012-05-23,17,12,28.762,123674.587,99446.173
2012-05-24,6,12,177.489,763204.499,725022.048
2012-05-24,7,12,246.829,1061363.827,1015467.027
2012-05-24,8,12,578.841,2489016.839,2395529.695
2012-05-24,9,12,532.425,2289427.216,2203653.036
2012-05-24,10,12,630.669,2711878.042,2609371.581
2012-05-24,11,12,507.782,2183461.132,2101641.932
2012-05-24,12,12,472.397,2031307.575,1954997.415
2012-05-24,13,12,633.45,2723835.481,2620832.956
2012-05-24,14,12,419.891,1805530.754,1737026.41
2012-05-24,15,12,286.387,1231466.06,1180823.793
2012-05-24,16,12,149.52,642936.396,607648.101
2012-05-24,17,12,34.667,149069.772,124354.684
2012-05-25,6,12,193.552,832272.132,792371.086
2012-05-25,7,12,398.045,1711593.751,1646207.26
2012-05-25,8,12,614.357,2641733.344,2542111.992
2012-05-25,9,12,770.635,3313731.581,3184721.807
2012-05-25,10,12,864.755,3718447.978,3569854.793
2012-05-25,11,12,895.637,3851238.873,3583333.333
2012-05-25,12,12,788.661,3391242.493,3258591.774
2012-05-25,13,12,643.823,2768440.201,2663576.307
2012-05-25,14,12,506.268,2176951.312,2095371.912
2012-05-25,15,12,226.952,975894.764,932287.919
2012-05-25,16,12,105.324,452893.061,421923.043
2012-05-25,17,12,28.347,121890.686,97696.249
2012-05-26,6,12,135.324,581892.583,548025.406
2012-05-26,7,12,338.086,1453768.287,1396547.147
2012-05-26,8,12,564.2,2426057.914,2335040.953
2012-05-26,9,12,604.266,2598344.725,2500486.684
2012-05-26,10,12,643.259,2766014.374,2661252.153
2012-05-26,11,12,766.458,3295767.303,3167593.956
2012-05-26,12,12,783.891,3370730.538,3239048.388
2012-05-26,13,12,717.691,3086072.366,2967456.135
2012-05-26,14,12,535.897,2304358.621,2218019.351
2012-05-26,15,12,290.898,1250861.056,1199661.822
2012-05-26,16,12,98.957,425513.887,395140.258
2012-05-26,17,12,23.803,102351.565,78527.479
2012-05-27,6,12,144.756,622449.055,587641.303
2012-05-27,7,12,325.371,1399093.27,1343529.821
2012-05-27,8,12,484.936,2085224.614,2006985.174
2012-05-27,9,12,615.569,2646945.767,2547111.487
2012-05-27,10,12,738.486,3175490.752,3052845.661
2012-05-27,11,12,852.083,3663956.911,3518082.949
2012-05-27,12,12,753.573,3240363.828,3114752.523
2012-05-27,13,12,669.679,2879617.677,2770039.433
2012-05-27,14,12,379.219,1630643.51,1567882.622
2012-05-27,15,12,315.036,1354654.045,1300418.907
2012-05-27,16,12,112.385,483256.216,451617.23
2012-05-27,17,12,26.633,114520.205,90465.858
2012-05-28,6,12,175.135,753081.039,715147.021
2012-05-28,7,12,353.291,1519150.8,1459913.39
2012-05-28,8,12,602.427,2590437.578,2492899.13
2012-05-28,9,12,748.754,3219641.808,3094981.939
2012-05-28,10,12,773.96,3328027.36,3198349.973
2012-05-28,11,12,828.343,3561875.518,3421026.535
2012-05-28,12,12,826.689,3554763.442,3414261.195
2012-05-28,13,12,705.371,3033094.963,2916833.082
2012-05-28,14,12,483.979,2081110.27,2003018.936
2012-05-28,15,12,295.343,1269975.992,1218224.651
2012-05-28,16,12,145.457,625467.058,590588.745
2012-05-28,17,12,30.602,131588.437,107208.96
2012-05-29,6,12,185.06,795757.137,756769.825
2012-05-29,7,12,317.478,1365157.028,1310609.491
2012-05-29,8,12,549.421,2362511.574,2273953.086
2012-05-29,9,12,735.766,3163795.395,3041681.184
2012-05-29,10,12,719.043,3091883.988,2973008.008
2012-05-29,11,12,660.47,2840021.305,2732134.352
2012-05-29,12,12,806.879,3469578.251,3333195.057
2012-05-29,13,12,713.596,3068462.696,2950631.743
2012-05-29,14,12,495.111,2128975.408,2049151.985
2012-05-29,15,12,266.931,1147804.488,1099527.455
2012-05-29,16,12,123.733,532052.576,499321.797
2012-05-29,17,12,37.954,163202.658,138214.311
2012-05-30,6,12,144.274,620379.671,585620.256
2012-05-30,7,12,285.051,1225721.206,1175243.288
2012-05-30,8,12,335.703,1443520.961,1386612.477
2012-05-30,9,12,603.716,2595980.653,2498218.221
2012-05-30,10,12,772.096,3320011.383,3190708.56
2012-05-30,11,12,640.962,2756135.199,2651786.515
2012-05-30,12,12,609.835,2622288.766,2523459.653
2012-05-30,13,12,653.093,2808299.57,2701757.777
2012-05-30,14,12,399.86,1719399.132,1653756.48
2012-05-30,15,12,321.94,1384341.043,1329220.439
2012-05-30,16,12,125.727,540626.119,507701.386
2012-05-30,17,12,32.268,138753.005,114236.3
2012-05-31,6,12,119.803,515152.258,482801.945
2012-05-31,7,12,333.007,1431932.231,1375376.238
2012-05-31,8,12,345.205,1484383.254,1426222.61
2012-05-31,9,12,485.535,2087801.019,2009468.759
2012-05-31,10,12,637.279,2740300.688,2636613.068
2012-05-31,11,12,607.783,2613466.771,2514996.019
2012-05-31,12,12,803.54,3455220.052,3319524.956
2012-05-31,13,12,678.432,2917255.655,2806057.2
2012-05-31,14,12,335.266,1441644.202,1384792.882
2012-05-31,15,12,226.76,975066.237,931481.281
2012-05-31,16,12,106.808,459273.668,428163.732
2012-05-31,17,12,32.568,140041.647,115500.213
2012-06-01,6,12,178.119,765913.355,727664.277
2012-06-01,7,12,325.047,1397702.064,1342180.458
2012-06-01,8,12,502.545,2160942.438,2079951.196
2012-06-01,9,12,607.889,2613920.983,2515431.796
2012-06-01,10,12,563.904,2424786.684,2333819.246
2012-06-01,11,12,731.661,3146143.806,3024828.602
2012-06-01,12,12,789.531,3394981.732,3262154.054
2012-06-01,13,12,733.628,3154600.298,3032902.643
2012-06-01,14,12,554.891,2386032.634,2296568.236
2012-06-01,15,12,273.375,1175512.328,1126458.656
2012-06-01,16,12,113.038,486064.874,454363.604
2012-06-01,17,12,35.491,152613.029,127829.594
2012-06-02,6,12,108.311,465736.048,434484.043
2012-06-02,7,12,151.511,651498.281,616008.086
2012-06-02,8,12,400.874,1723758.234,1657972.294
2012-06-02,9,12,761.895,3276147.927,3148884.881
2012-06-02,10,12,638.282,2744611.143,2640743.784
2012-06-02,11,12,880.2,3784858.372,3583333.333
2012-06-02,12,12,726.635,3124531.107,3004190.542
2012-06-02,13,12,674.809,2901679.051,2791152.612
2012-06-02,14,12,428.492,1842515.071,1772762.25
2012-06-02,15,12,224.807,966670.598,923307.117
2012-06-02,16,12,135.239,581528.732,547669.929
2012-06-02,17,12,28.334,121836.749,97643.339
2012-06-03,6,12,131.142,563909.691,530455.018
2012-06-03,7,12,196.773,846123.851,805873.169
2012-06-03,8,12,309.046,1328896.377,1275423.33
2012-06-03,9,12,433.886,1865707.954,1795166.179
2012-06-03,10,12,590.848,2540648.204,2445109.732
2012-06-03,11,12,633.155,2722567.241,2619617.389
2012-06-03,12,12,519.303,2233003.151,2149346.976
2012-06-03,13,12,437.693,1882080.08,1810978.572
2012-06-03,14,12,324.852,1396863.649,1341367.252
2012-06-03,15,12,212.19,912417.282,870470.3
2012-06-03,16,12,109.158,469379.598,438047.333
2012-06-03,17,12,29.77,128012.377,103701.228
2012-06-04,6,12,107.352,461613.0,430451.678
2012-06-04,7,12,395.067,1698789.491,1633822.076
2012-06-04,8,12,628.697,2703395.967,2601240.642
2012-06-04,9,12,517.31,2224432.276,2141095.42
2012-06-04,10,12,625.708,2690544.509,2588920.016
2012-06-04,11,12,827.588,3558626.868,3417936.321
2012-06-04,12,12,828.739,3563578.664,3422646.582
2012-06-04,13,12,706.983,3040024.979,2923456.504
2012-06-04,14,12,515.666,2217363.136,2134289.172
2012-06-04,15,12,294.871,1267946.613,1216254.038
2012-06-04,16,12,177.093,761500.698,723360.121
2012-06-04,17,12,41.142,176910.314,151655.28
2012-06-05,6,12,93.851,403561.261,373661.135
2012-06-05,7,12,225.481,969566.595,926126.788
2012-06-05,8,12,334.84,1439810.252,1383014.763
2012-06-05,9,12,674.51,2900391.923,2789920.92
2012-06-05,10,12,765.896,3293351.642,3165290.557
2012-06-05,11,12,882.538,3794911.515,3583333.333
2012-06-05,12,12,869.774,3740028.705,3583333.333
2012-06-05,13,12,695.928,2992491.092,2878017.245
2012-06-05,14,12,469.171,2017435.642,1941617.788
2012-06-05,15,12,259.656,1116519.889,1069111.77
2012-06-05,16,12,138.142,594012.079,559865.321
2012-06-05,17,12,31.414,135078.428,110632.16
2012-06-06,6,12,107.244,461150.287,429999.133
2012-06-06,7,12,264.654,1138014.152,1090009.951
2012-06-06,8,12,467.761,2011374.425,1935771.156
2012-06-06,9,12,553.741,2381087.048,2291813.526
2012-06-06,10,12,691.176,2972055.942,2858476.586
2012-06-06,11,12,847.003,3642113.239,3497322.114
2012-06-06,12,12,835.118,3591005.285,3448731.571
2012-06-06,13,12,712.825,3065149.353,2947465.855
2012-06-06,14,12,554.71,2385253.777,2295819.453
2012-06-06,15,12,335.532,1442789.009,1385902.823
2012-06-06,16,12,129.968,558860.991,525521.626
2012-06-06,17,12,31.895,137148.994,112663.05
2012-06-07,6,12,144.611,621825.9,587032.708
2012-06-07,7,12,365.833,1573080.244,1512151.936
2012-06-07,8,12,589.236,2533716.307,2438454.581
2012-06-07,9,12,747.955,3216207.153,3091704.625
2012-06-07,10,12,823.227,3539877.032,3400099.129
2012-06-07,11,12,848.035,3646550.924,3501540.147
2012-06-07,12,12,786.387,3381463.249,3249274.757
2012-06-07,13,12,720.628,3098700.739,2979519.713
2012-06-07,14,12,475.882,2046293.391,1969449.525
2012-06-07,15,12,233.517,1004122.814,959766.646
2012-06-07,16,12,119.733,514851.745,482508.175
2012-06-07,17,12,31.524,135553.264,111097.9
2012-06-08,6,12,158.252,680482.242,644303.864
2012-06-08,7,12,230.492,991116.903,947106.837
2012-06-08,8,12,500.017,2150074.579,2069481.353
2012-06-08,9,12,576.333,2478230.244,2385168.743
2012-06-08,10,12,821.012,3530351.632,3391036.21
2012-06-08,11,12,904.171,3887934.76,3583333.333
2012-06-08,12,12,834.507,3588380.008,3446234.996
2012-06-08,13,12,666.377,2865422.209,2756451.858
2012-06-08,14,12,560.049,2408209.616,2317886.694
2012-06-08,15,12,335.498,1442642.057,1385760.347
2012-06-08,16,12,106.294,457062.11,426000.71
2012-06-08,17,12,31.194,134133.169,109705.002
2012-06-09,6,12,108.9,468269.683,436961.88
2012-06-09,7,12,337.645,1451871.788,1394708.58
2012-06-09,8,12,590.01,2537044.571,2441650.021
2012-06-09,9,12,765.725,3292617.765,3164590.775
2012-06-09,10,12,803.936,3456922.865,3321146.258
2012-06-09,11,12,907.934,3904116.687,3583333.333
2012-06-09,12,12,846.125,3638338.824,3493734.386
2012-06-09,13,12,687.384,2955751.775,2842883.498
2012-06-09,14,12,527.207,2266988.331,2182059.743
2012-06-09,15,12,290.394,1248695.905,1197559.009
2012-06-09,16,12,114.714,493269.222,461407.879
2012-06-09,17,12,32.76,140869.571,116312.241
2012-06-10,6,12,130.345,560482.11,527105.743
2012-06-10,7,12,328.349,1411902.617,1355953.12
2012-06-10,8,12,565.966,2433653.489,2342340.335
2012-06-10,9,12,470.141,2021605.018,1945639.37
2012-06-10,10,12,767.09,3298485.694,3170185.956
2012-06-10,11,12,867.796,3731520.936,3582271.564
2012-06-10,12,12,829.248,3565764.85,3424726.065
2012-06-10,13,12,719.288,3092937.839,2974014.726
2012-06-10,14,12,546.559,2350203.305,2262116.961
2012-06-10,15,12,335.87,1444242.2,1387311.741
2012-06-10,16,12,118.338,508854.516,476645.348
2012-06-10,17,12,27.591,118639.224,94506.645
2012-06-11,6,12,131.696,566291.917,532782.76
2012-06-11,7,12,381.962,1642437.603,1579297.702
2012-06-11,8,12,592.164,2546303.869,2450539.296
2012-06-11,9,12,753.759,3241165.599,3115517.408
2012-06-11,10,12,836.35,3596303.941,3453770.281
2012-06-11,11,12,855.024,3676604.587,3530101.766
2012-06-11,12,12,844.606,3631804.536,3487523.002
2012-06-11,13,12,727.328,3127508.621,3007034.022
2012-06-11,14,12,538.537,2315710.191,2228940.022
2012-06-11,15,12,334.692,1439176.55,1382400.345
2012-06-11,16,12,123.983,533128.069,500372.994
2012-06-11,17,12,25.172,108238.29,84302.973
2012-06-12,6,12,147.859,635794.417,600674.054
2012-06-12,7,12,302.65,1301396.5,1248730.76
2012-06-12,8,12,501.013,2154356.486,2073606.564
2012-06-12,9,12,647.313,2783444.191,2677950.31
2012-06-12,10,12,709.01,3048743.688,2931788.894
2012-06-12,11,12,595.555,2560886.96,2464538.109
2012-06-12,12,12,191.032,821439.009,781810.248
2012-06-12,13,12,347.369,1493685.14,1435237.436
2012-06-12,14,12,365.828,1573061.71,1512133.987
2012-06-12,15,12,347.106,1492557.625,1434144.757
2012-06-12,16,12,134.394,577893.257,544118.062
2012-06-12,17,12,32.799,141035.94,116475.415
2012-06-13,6,12,160.775,691332.78,654894.903
2012-06-13,7,12,301.453,1296249.21,1243733.851
2012-06-13,8,12,266.979,1148009.093,1099726.349
2012-06-13,9,12,223.375,960514.265,917312.801
2012-06-13,10,12,249.227,1071677.915,1025500.5
2012-06-13,11,12,429.894,1848545.023,1778587.528
2012-06-13,12,12,347.224,1493062.469,1434634.005
2012-06-13,13,12,706.625,3038488.383,2921987.924
2012-06-13,14,12,540.249,2323069.263,2236019.153
2012-06-13,15,12,340.808,1465475.657,1407896.201
2012-06-13,16,12,131.262,564428.397,530961.864
2012-06-13,17,12,41.794,179715.199,154405.395
2012-06-14,6,12,145.565,625928.978,591039.858
2012-06-14,7,12,342.034,1470744.304,1413003.209
2012-06-14,8,12,346.511,1489999.425,1431665.553
2012-06-14,9,12,540.425,2323826.088,2236747.162
2012-06-14,10,12,855.329,3677914.358,3531346.334
2012-06-14,11,12,876.718,3769885.991,3583333.333
2012-06-14,12,12,511.895,2201150.318,2118677.654
2012-06-14,13,12,503.318,2164267.58,2083154.356
2012-06-14,14,12,520.228,2236980.121,2153175.563
2012-06-14,15,12,367.539,1580418.576,1519258.238
2012-06-14,16,12,131.821,566829.936,533308.467
2012-06-14,17,12,34.714,149269.663,124550.722
2012-06-15,6,12,155.91,670411.168,634472.737
2012-06-15,7,12,431.359,1854845.423,1784673.739
2012-06-15,8,12,568.241,2443435.283,2351739.948
2012-06-15,9,12,585.758,2518759.862,2424093.835
2012-06-15,10,12,499.42,2147505.347,2067006.065
2012-06-15,11,12,436.261,1875924.425,1805033.64
2012-06-15,12,12,670.415,2882782.841,2773068.816
2012-06-15,13,12,722.9,3108468.411,2988849.588
2012-06-15,14,12,342.726,1473723.502,1415890.9
2012-06-15,15,12,205.629,884203.387,842982.98
2012-06-15,16,12,133.066,572184.195,538540.064
2012-06-15,17,12,46.044,197987.551,172319.284
2012-06-16,6,12,156.396,672502.603,636514.414
2012-06-16,7,12,340.705,1465033.477,1407467.576
2012-06-16,8,12,560.565,2410429.341,2320020.254
2012-06-16,9,12,713.503,3068063.239,2950250.068
2012-06-16,10,12,840.003,3612014.122,3468708.314
2012-06-16,11,12,882.499,3794745.146,3583333.333
2012-06-16,12,12,747.053,3212327.268,3088002.354
2012-06-16,13,12,508.102,2184840.415,2102970.359
2012-06-16,14,12,515.145,2215122.67,2132131.936
2012-06-16,15,12,254.986,1096439.984,1049585.115
2012-06-16,16,12,109.022,468793.555,437474.208
2012-06-16,17,12,39.833,171281.568,146136.24
2012-06-17,6,12,120.535,518301.832,485880.802
2012-06-17,7,12,272.301,1170894.782,1121971.0
2012-06-17,8,12,495.793,2131911.669,2051981.347
2012-06-17,9,12,575.619,2475159.698,2382219.178
2012-06-17,10,12,505.686,2174449.631,2092962.288
2012-06-17,11,12,640.535,2754299.158,2650027.238
2012-06-17,12,12,664.373,2856804.115,2748201.969
2012-06-17,13,12,492.762,2118877.073,2039420.726
2012-06-17,14,12,324.885,1397004.423,1341503.794
2012-06-17,15,6,263.884,1134699.467,1086787.449
2012-06-18,11,12,639.982,2751924.185,2647751.516
2012-06-18,12,12,597.161,2567791.954,2471165.81
2012-06-18,13,12,442.04,1900769.899,1829026.588
2012-06-18,14,12,332.351,1429109.236,1372638.934
2012-06-18,15,12,159.315,685053.9,648766.311
2012-06-18,16,12,62.713,269665.25,242562.948
2012-06-18,17,12,22.466,96603.048,72887.293
2012-06-19,6,12,151.82,652826.737,617305.158
2012-06-19,7,12,271.692,1168276.108,1119425.905
2012-06-19,8,12,411.767,1770596.49,1703260.557
2012-06-19,9,12,634.921,2730160.642,2626895.214
2012-06-19,10,12,656.186,2821598.748,2714494.063
2012-06-19,11,12,511.589,2199833.929,2117409.987
2012-06-19,12,12,592.36,2547146.24,2451347.967
2012-06-19,13,12,495.5,2130649.559,2050765.195
2012-06-19,14,12,318.819,1370923.758,1316204.291
2012-06-19,15,12,171.125,735837.5,698324.606
2012-06-19,16,12,136.237,585818.073,551860.479
2012-06-19,17,12,43.389,186574.723,161130.689
2012-06-20,6,12,112.829,485164.176,453482.887
2012-06-20,7,12,192.108,826063.803,786318.925
2012-06-20,8,12,347.081,1492447.301,1434037.84
2012-06-20,9,12,497.021,2137192.231,2057069.475
2012-06-20,10,12,405.379,1743131.476,1676706.728
2012-06-20,11,12,863.289,3712140.928,3563863.792
2012-06-20,12,12,796.304,3424105.798,3289895.697
2012-06-20,13,12,672.39,2891276.929,2781198.096
2012-06-20,14,12,524.765,2256491.636,2171957.112
2012-06-20,15,12,307.862,1323806.472,1270483.341
2012-06-20,16,12,149.058,640950.657,605709.097
2012-06-20,17,12,35.361,152050.277,127277.704
2012-06-21,6,12,96.661,415640.578,385480.425
2012-06-21,7,12,335.819,1444021.11,1387097.388
2012-06-21,8,12,573.969,2468065.388,2375404.075
2012-06-21,9,12,730.463,3140990.25,3019907.816
2012-06-21,10,12,830.066,3569283.313,3428072.712
2012-06-21,11,12,861.823,3705837.438,3557875.83
2012-06-21,12,12,822.854,3538270.269,3398570.433
2012-06-21,13,12,712.476,3063647.619,2946030.921
2012-06-21,14,12,546.561,2350213.896,2262127.147
2012-06-21,15,12,340.743,1465194.55,1407623.712
2012-06-21,16,12,133.085,572263.629,538617.675
2012-06-21,17,12,29.661,127540.63,103238.487
2012-06-22,6,12,171.86,738998.439,701408.54
2012-06-22,7,12,267.309,1149426.981,1101104.653
2012-06-22,8,12,437.951,1883187.295,1812047.85
2012-06-22,9,12,701.378,3015924.856,2900420.819
2012-06-22,10,12,825.739,3550678.222,3410374.945
2012-06-22,11,12,853.604,3670498.358,3524299.319
2012-06-22,12,12,817.615,3515746.459,3377138.632
2012-06-22,13,12,711.596,3059861.289,2942412.929
2012-06-22,14,12,545.307,2344820.361,2256940.096
2012-06-22,15,12,354.656,1525021.654,1465601.39
2012-06-22,16,12,137.34,590562.9,556495.839
2012-06-22,17,12,38.815,166905.224,141845.002
2012-06-23,6,12,166.119,714310.321,677319.557
2012-06-23,7,12,279.135,1200281.188,1150527.638
2012-06-23,8,12,577.216,2482026.724,2388815.527
2012-06-23,9,12,707.66,3042939.748,2926242.194
2012-06-23,10,12,749.75,3223925.441,3099069.197
2012-06-23,11,12,841.289,3617543.634,3473965.547
2012-06-23,12,12,879.69,3782665.517,3583333.333
2012-06-23,13,12,730.183,3139788.255,3018760.078
2012-06-23,14,12,567.945,2442162.347,2350516.793
2012-06-23,15,12,340.014,1462061.34,1404586.505
2012-06-23,16,12,164.607,707811.597,670977.668
2012-06-23,17,12,44.132,189767.95,164261.29
2012-06-24,6,12,134.709,579248.793,545442.436
2012-06-24,7,12,317.586,1365621.131,1311059.768
2012-06-24,8,12,564.855,2428876.447,2337749.634
2012-06-24,9,12,728.049,3130609.175,3009994.923
2012-06-24,10,12,801.609,3446918.658,3311620.583
2012-06-24,11,12,826.624,3554482.204,3413993.66
2012-06-24,12,12,793.296,3411173.584,3277578.238
2012-06-24,13,12,713.178,3066663.885,2948912.997
2012-06-24,14,12,557.303,2396402.268,2306536.966
2012-06-24,15,12,357.626,1537793.237,1477974.158
2012-06-24,16,12,134.767,579496.931,545684.869
2012-06-24,17,12,33.627,144595.885,119966.939
2012-06-25,6,12,138.695,596390.334,562188.563
2012-06-25,7,12,241.048,1036504.762,991280.52
2012-06-25,8,12,412.624,1774283.528,1706824.777
2012-06-25,9,12,425.726,1830623.06,1761272.968
2012-06-25,10,12,545.997,2347788.085,2259794.236
2012-06-25,11,12,299.244,1286748.963,1234510.558
2012-06-25,12,12,406.198,1746653.028,1680111.812
2012-06-25,13,12,483.529,2079176.652,2001154.874
2012-06-25,14,12,338.327,1454804.649,1397551.837
2012-06-25,15,12,233.029,1002022.681,957722.499
2012-06-25,16,12,155.957,670613.168,634669.932
2012-06-25,17,12,37.875,162861.617,137879.885
2012-06-26,6,12,85.765,368788.884,339630.246
2012-06-26,7,12,167.799,721535.777,684370.21
2012-06-26,8,12,242.267,1041747.373,996381.737
2012-06-26,9,12,501.185,2155094.335,2074317.396
2012-06-26,10,12,483.436,2078773.307,2000766.033
2012-06-26,11,12,645.696,2776492.289,2671290.546
2012-06-26,12,12,504.571,2169654.936,2088343.877
2012-06-26,13,12,276.48,1188864.83,1139434.523
2012-06-26,14,12,156.057,671045.132,635091.622
2012-06-26,15,12,102.444,440507.793,409808.361
2012-06-26,16,12,85.762,368775.929,339617.565
2012-06-26,17,12,27.932,120107.42,95946.92
2012-06-27,6,12,147.199,632954.118,597900.417
2012-06-27,7,12,359.468,1545711.711,1485644.655
2012-06-27,8,12,554.421,2384011.525,2294625.158
2012-06-27,9,12,573.544,2466237.829,2373648.372
2012-06-27,10,12,608.292,2615657.713,2517098.025
2012-06-27,11,12,714.949,3074280.659,2956190.559
2012-06-27,12,12,646.274,2778979.587,2673673.369
2012-06-27,13,12,609.123,2619229.115,2520524.366
2012-06-27,14,12,502.273,2159773.802,2078825.407
2012-06-27,15,12,244.725,1052319.089,1006667.611
2012-06-27,16,12,142.737,613767.648,579162.43
2012-06-27,17,12,43.529,187172.681,161716.926
2012-06-28,6,12,140.771,605313.831,570905.21
2012-06-28,7,12,331.375,1424914.265,1368571.171
2012-06-28,8,12,486.208,2090696.275,2012259.64
2012-06-28,9,12,616.479,2650861.299,2550866.915
2012-06-28,10,12,784.631,3373915.302,3242083.006
2012-06-28,11,12,538.299,2314685.499,2227954.272
2012-06-28,12,12,672.826,2893152.001,2782992.552
2012-06-28,13,12,611.029,2627425.328,2528387.252
2012-06-28,14,12,546.669,2350676.343,2262571.878
2012-06-28,15,12,363.425,1562727.853,1502126.083
2012-06-28,16,12,140.529,604273.563,569889.092
2012-06-28,17,12,42.792,184003.725,158610.049
2012-06-29,6,12,146.3,629087.926,594124.853
2012-06-29,7,12,353.969,1522067.17,1462738.963
2012-06-29,8,12,543.959,2339022.157,2251363.587
2012-06-29,9,12,734.492,3158316.903,3036450.966
2012-06-29,10,12,829.331,3566124.507,3425068.164
2012-06-29,11,12,784.849,3374852.65,3242976.147
2012-06-29,12,12,784.073,3371513.926,3239794.851
2012-06-29,13,12,700.489,3012101.915,2896766.265
2012-06-29,14,9,582.299,2503883.919,2409808.465
2012-08-20,6,12,137.377,590721.285,556650.567
2012-08-20,7,12,351.274,1510477.937,1451510.107
2012-08-20,8,12,551.883,2373097.804,2284132.181
2012-08-20,9,12,712.966,3065754.813,2948044.377
2012-08-20,10,12,836.409,3596557.245,3454011.153
2012-08-20,11,12,863.331,3712321.86,3564035.663
2012-08-20,12,12,818.165,3518108.723,3379386.573
2012-08-20,13,12,710.242,3054041.461,2936851.605
2012-08-20,14,12,544.904,2343089.152,2255275.11
2012-08-20,15,12,336.285,1446024.992,1389040.192
2012-08-20,16,12,124.025,533306.467,500547.362
2012-08-20,17,12,23.121,99420.289,75651.479
2012-08-21,6,12,84.602,363790.366,334737.456
2012-08-21,7,12,332.985,1431835.571,1375282.513
2012-08-21,8,12,572.364,2461165.722,2368775.539
2012-08-21,9,12,698.536,3003702.689,2888736.552
2012-08-21,10,12,846.217,3638732.461,3494108.559
2012-08-21,11,12,778.86,3349095.864,3218431.356
2012-08-21,12,12,775.878,3336276.18,3206212.769
2012-08-21,13,12,483.755,2080146.624,2002089.958
2012-08-21,14,12,396.867,1706526.82,1641306.336
2012-08-21,15,12,174.956,752309.36,714394.243
2012-08-21,16,12,112.293,482860.786,451230.563
2012-08-21,17,12,27.939,120136.546,95975.492
2012-08-22,6,12,113.177,486662.899,454948.359
2012-08-22,7,12,358.386,1541059.278,1481137.984
2012-08-22,8,12,568.082,2442753.92,2351085.233
