Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,25243,-,-,-,21.29,-157.82,-10,40,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Temperature,Wind Speed,Solar Zenith Angle
2012,1,1,0,30,0,0,0,23,3.8000000000000003,177.97
2012,1,1,1,30,0,0,0,22.900000000000002,3.6,167.06
2012,1,1,2,30,0,0,0,22.8,3.4000000000000004,153.27
2012,1,1,3,30,0,0,0,22.700000000000003,3.3000000000000003,139.51
2012,1,1,4,30,0,0,0,22.700000000000003,3.3000000000000003,125.86
2012,1,1,5,30,0,0,0,22.700000000000003,3.5,112.38
2012,1,1,6,30,0,0,0,22.8,3.6,99.18
2012,1,1,7,30,43,326,21,23.1,3.9000000000000004,86.19
2012,1,1,8,30,239,702,48,23.5,4,74.19
2012,1,1,9,30,441,838,62,23.700000000000003,3.9000000000000004,63.1
2012,1,1,10,30,605,906,69,24,3.6,53.69
2012,1,1,11,30,706,894,96,24.200000000000003,3.3000000000000003,46.99
2012,1,1,12,30,748,913,95,24.5,2.9000000000000004,44.28
2012,1,1,13,30,719,908,92,24.700000000000003,2.5,46.26
2012,1,1,14,30,623,888,82,24.900000000000002,2.2,52.39
2012,1,1,15,30,468,828,72,25,2.1,61.45
2012,1,1,16,30,270,699,58,25,2.1,72.32000000000001
2012,1,1,17,30,67,375,30,24.700000000000003,2.3000000000000003,84.24
2012,1,1,18,30,0,0,0,24.400000000000002,2.5,97.08
2012,1,1,19,30,0,0,0,24.200000000000003,2.6,110.23
2012,1,1,20,30,0,0,0,24,2.5,123.67
2012,1,1,21,30,0,0,0,23.8,2.3000000000000003,137.31
2012,1,1,22,30,0,0,0,23.6,1.9000000000000001,151.06
2012,1,1,23,30,0,0,0,23.5,1.4000000000000001,164.86
2012,1,2,0,30,0,0,0,23.5,1,177.98
2012,1,2,1,30,0,0,0,23.400000000000002,0.7000000000000001,167.17000000000002
2012,1,2,2,30,0,0,0,23.3,0.7000000000000001,153.37
2012,1,2,3,30,0,0,0,23.200000000000003,0.8,139.61
2012,1,2,4,30,0,0,0,23.200000000000003,0.8,125.95
2012,1,2,5,30,0,0,0,23.200000000000003,0.8,112.46000000000001
2012,1,2,6,30,0,0,0,23.200000000000003,0.7000000000000001,99.25
2012,1,2,7,30,41,281,22,23.3,0.8,86.25
2012,1,2,8,30,238,677,54,23.6,0.9,74.23
2012,1,2,9,30,441,827,68,23.900000000000002,1.1,63.13
2012,1,2,10,30,608,901,75,24.200000000000003,1.4000000000000001,53.68
2012,1,2,11,30,712,905,94,24.6,1.7000000000000002,46.95
2012,1,2,12,30,755,923,94,24.900000000000002,2,44.2
2012,1,2,13,30,725,917,90,25.1,2.1,46.14
2012,1,2,14,30,611,804,120,25.200000000000003,2.2,52.26
2012,1,2,15,30,456,734,104,25.200000000000003,2.2,61.31
2012,1,2,16,30,261,588,81,25.1,2.1,72.18
2012,1,2,17,30,63,239,39,24.900000000000002,1.7000000000000002,84.10000000000001
2012,1,2,18,30,0,0,0,24.700000000000003,1.1,96.95
2012,1,2,19,30,0,0,0,24.5,1.1,110.11
2012,1,2,20,30,0,0,0,24.200000000000003,1.7000000000000002,123.55
2012,1,2,21,30,0,0,0,24.1,1.7000000000000002,137.19
2012,1,2,22,30,0,0,0,24,1,150.95000000000002
2012,1,2,23,30,0,0,0,23.8,1.1,164.76
2012,1,3,0,30,0,0,0,23.700000000000003,1.8,177.98
2012,1,3,1,30,0,0,0,23.6,2.2,167.29
2012,1,3,2,30,0,0,0,23.5,2.1,153.48
2012,1,3,3,30,0,0,0,23.400000000000002,1.7000000000000002,139.70000000000002
2012,1,3,4,30,0,0,0,23.400000000000002,1.5,126.03
2012,1,3,5,30,0,0,0,23.400000000000002,1.5,112.54
2012,1,3,6,30,0,0,0,23.5,1.6,99.32000000000001
2012,1,3,7,30,18,0,18,23.700000000000003,1.7000000000000002,86.31
2012,1,3,8,30,98,2,98,24,1.9000000000000001,74.28
2012,1,3,9,30,433,797,73,24.400000000000002,2.1,63.15
2012,1,3,10,30,600,877,80,24.900000000000002,2.1,53.67
2012,1,3,11,30,702,877,103,25.200000000000003,2,46.9
2012,1,3,12,30,746,896,102,25.400000000000002,1.8,44.1
2012,1,3,13,30,717,890,99,25.5,1.8,46.02
2012,1,3,14,30,383,78,335,25.6,1.9000000000000001,52.120000000000005
2012,1,3,15,30,462,771,90,25.5,2.2,61.17
2012,1,3,16,30,264,623,72,25.400000000000002,2.8000000000000003,72.04
2012,1,3,17,30,66,282,36,25.1,3.4000000000000004,83.97
2012,1,3,18,30,0,0,0,24.700000000000003,3.8000000000000003,96.82000000000001
2012,1,3,19,30,0,0,0,24.5,4.1000000000000005,109.98
2012,1,3,20,30,0,0,0,24.200000000000003,4.4,123.43
2012,1,3,21,30,0,0,0,24,4.5,137.07
2012,1,3,22,30,0,0,0,23.900000000000002,4.5,150.84
2012,1,3,23,30,0,0,0,23.700000000000003,4.3,164.66
2012,1,4,0,30,0,0,0,23.700000000000003,4.3,177.99
2012,1,4,1,30,0,0,0,23.6,4.2,167.4
2012,1,4,2,30,0,0,0,23.5,4.3,153.58
2012,1,4,3,30,0,0,0,23.5,4.4,139.8
2012,1,4,4,30,0,0,0,23.5,4.5,126.12
2012,1,4,5,30,0,0,0,23.6,4.7,112.62
2012,1,4,6,30,0,0,0,23.8,4.9,99.39
2012,1,4,7,30,21,0,21,24.1,5.300000000000001,86.36
2012,1,4,8,30,164,71,144,24.5,5.6000000000000005,74.31
2012,1,4,9,30,16,0,16,24.700000000000003,5.6000000000000005,63.160000000000004
2012,1,4,10,30,176,0,176,24.900000000000002,5.5,53.65
2012,1,4,11,30,639,495,301,25.200000000000003,5.2,46.84
2012,1,4,12,30,246,1,246,25.3,4.9,44.01
2012,1,4,13,30,490,139,393,25.400000000000002,4.7,45.89
2012,1,4,14,30,458,159,360,25.400000000000002,4.6000000000000005,51.97
2012,1,4,15,30,205,7,202,25.3,4.6000000000000005,61.02
2012,1,4,16,30,104,1,104,25.200000000000003,4.6000000000000005,71.9
2012,1,4,17,30,40,0,40,25.1,4.6000000000000005,83.83
2012,1,4,18,30,0,0,0,24.900000000000002,4.6000000000000005,96.68
2012,1,4,19,30,0,0,0,24.700000000000003,4.6000000000000005,109.85000000000001
2012,1,4,20,30,0,0,0,24.6,4.6000000000000005,123.31
2012,1,4,21,30,0,0,0,24.5,4.7,136.95000000000002
2012,1,4,22,30,0,0,0,24.400000000000002,4.7,150.73
2012,1,4,23,30,0,0,0,24.3,4.7,164.56
2012,1,5,0,30,0,0,0,24.200000000000003,4.800000000000001,177.99
2012,1,5,1,30,0,0,0,24.1,4.9,167.51
2012,1,5,2,30,0,0,0,23.900000000000002,5.2,153.68
2012,1,5,3,30,0,0,0,23.8,5.4,139.89000000000001
2012,1,5,4,30,0,0,0,23.700000000000003,5.6000000000000005,126.2
2012,1,5,5,30,0,0,0,23.700000000000003,5.800000000000001,112.69
2012,1,5,6,30,0,0,0,23.700000000000003,6,99.45
2012,1,5,7,30,41,326,21,24,6.4,86.4
2012,1,5,8,30,242,717,48,24.3,6.7,74.34
2012,1,5,9,30,448,858,61,24.5,6.800000000000001,63.17
2012,1,5,10,30,356,68,316,24.700000000000003,6.800000000000001,53.63
2012,1,5,11,30,728,949,78,24.8,6.6000000000000005,46.78
2012,1,5,12,30,774,963,80,24.900000000000002,6.300000000000001,43.9
2012,1,5,13,30,746,956,79,25,6.300000000000001,45.75
2012,1,5,14,30,648,924,77,24.900000000000002,6.4,51.83
2012,1,5,15,30,492,869,69,24.8,6.6000000000000005,60.870000000000005
2012,1,5,16,30,291,753,55,24.6,6.7,71.75
2012,1,5,17,30,80,447,31,24.3,6.6000000000000005,83.69
2012,1,5,18,30,0,0,0,24,6.6000000000000005,96.55
2012,1,5,19,30,0,0,0,23.900000000000002,6.7,109.72
2012,1,5,20,30,0,0,0,23.700000000000003,6.800000000000001,123.18
2012,1,5,21,30,0,0,0,23.6,6.9,136.84
2012,1,5,22,30,0,0,0,23.5,6.800000000000001,150.62
2012,1,5,23,30,0,0,0,23.400000000000002,6.6000000000000005,164.46
2012,1,6,0,30,0,0,0,23.3,6.300000000000001,177.98
2012,1,6,1,30,0,0,0,23.200000000000003,5.9,167.62
2012,1,6,2,30,0,0,0,23.1,5.6000000000000005,153.78
2012,1,6,3,30,0,0,0,23,5.300000000000001,139.98
2012,1,6,4,30,0,0,0,23,5.2,126.28
2012,1,6,5,30,0,0,0,23,5.2,112.76
2012,1,6,6,30,0,0,0,23.1,5.300000000000001,99.51
2012,1,6,7,30,40,282,22,23.400000000000002,5.7,86.45
2012,1,6,8,30,242,697,54,23.8,6.1000000000000005,74.37
2012,1,6,9,30,451,846,69,24.1,6.300000000000001,63.17
2012,1,6,10,30,322,49,293,24.5,6.300000000000001,53.6
2012,1,6,11,30,516,180,392,24.700000000000003,6,46.71
2012,1,6,12,30,616,336,373,24.8,5.6000000000000005,43.79
2012,1,6,13,30,316,7,311,25,5.2,45.61
2012,1,6,14,30,332,37,309,25,4.800000000000001,51.67
2012,1,6,15,30,493,862,71,25.1,4.6000000000000005,60.71
2012,1,6,16,30,290,736,58,24.900000000000002,4.6000000000000005,71.60000000000001
2012,1,6,17,30,80,432,32,24.6,4.7,83.55
2012,1,6,18,30,0,0,0,24.3,5,96.41
2012,1,6,19,30,0,0,0,24.1,5.2,109.59
2012,1,6,20,30,0,0,0,23.900000000000002,5.300000000000001,123.06
2012,1,6,21,30,0,0,0,23.8,5.2,136.72
2012,1,6,22,30,0,0,0,23.700000000000003,4.9,150.51
2012,1,6,23,30,0,0,0,23.6,4.5,164.36
2012,1,7,0,30,0,0,0,23.5,4.2,177.97
2012,1,7,1,30,0,0,0,23.400000000000002,4,167.73
2012,1,7,2,30,0,0,0,23.3,3.9000000000000004,153.87
2012,1,7,3,30,0,0,0,23.3,3.9000000000000004,140.06
2012,1,7,4,30,0,0,0,23.200000000000003,4,126.36
2012,1,7,5,30,0,0,0,23.200000000000003,4.1000000000000005,112.83
2012,1,7,6,30,0,0,0,23.200000000000003,4.2,99.56
2012,1,7,7,30,39,269,22,23.400000000000002,4.4,86.49
2012,1,7,8,30,239,683,56,23.700000000000003,4.5,74.39
2012,1,7,9,30,272,52,248,23.900000000000002,4.4,63.160000000000004
2012,1,7,10,30,386,87,334,24.1,4.3,53.56
2012,1,7,11,30,604,386,339,24.3,3.9000000000000004,46.63
2012,1,7,12,30,516,142,413,24.5,3.5,43.67
2012,1,7,13,30,644,455,325,24.6,3.3000000000000003,45.46
2012,1,7,14,30,656,923,82,24.8,3.3000000000000003,51.51
2012,1,7,15,30,497,862,73,24.8,3.6,60.550000000000004
2012,1,7,16,30,295,742,59,24.6,3.9000000000000004,71.45
2012,1,7,17,30,83,443,32,24.3,4,83.41
2012,1,7,18,30,0,0,0,24,4.1000000000000005,96.28
2012,1,7,19,30,0,0,0,23.900000000000002,4,109.46000000000001
2012,1,7,20,30,0,0,0,23.700000000000003,3.9000000000000004,122.94
2012,1,7,21,30,0,0,0,23.5,3.8000000000000003,136.61
2012,1,7,22,30,0,0,0,23.3,3.6,150.4
2012,1,7,23,30,0,0,0,23.200000000000003,3.3000000000000003,164.26
2012,1,8,0,30,0,0,0,23.200000000000003,3,177.95000000000002
2012,1,8,1,30,0,0,0,23.1,2.8000000000000003,167.83
2012,1,8,2,30,0,0,0,23,2.6,153.96
2012,1,8,3,30,0,0,0,23,2.5,140.14000000000001
2012,1,8,4,30,0,0,0,23,2.4000000000000004,126.43
2012,1,8,5,30,0,0,0,23,2.5,112.89
2012,1,8,6,30,0,0,0,23,2.7,99.61
2012,1,8,7,30,40,312,21,23.200000000000003,3,86.52
2012,1,8,8,30,242,710,51,23.5,3.3000000000000003,74.41
2012,1,8,9,30,307,112,256,23.700000000000003,3.4000000000000004,63.15
2012,1,8,10,30,387,91,332,23.900000000000002,3.3000000000000003,53.52
2012,1,8,11,30,399,73,349,24.200000000000003,3.1,46.550000000000004
2012,1,8,12,30,777,952,87,24.400000000000002,2.9000000000000004,43.54
2012,1,8,13,30,654,486,312,24.6,2.7,45.300000000000004
2012,1,8,14,30,432,120,356,24.700000000000003,2.7,51.35
2012,1,8,15,30,496,855,73,24.8,2.8000000000000003,60.39
2012,1,8,16,30,295,736,59,24.700000000000003,3,71.29
2012,1,8,17,30,84,439,33,24.400000000000002,3.2,83.26
2012,1,8,18,30,0,0,0,24.200000000000003,3.3000000000000003,96.14
2012,1,8,19,30,0,0,0,23.900000000000002,3.5,109.33
2012,1,8,20,30,0,0,0,23.8,3.6,122.81
2012,1,8,21,30,0,0,0,23.700000000000003,3.7,136.49
2012,1,8,22,30,0,0,0,23.6,3.6,150.29
2012,1,8,23,30,0,0,0,23.5,3.7,164.16
2012,1,9,0,30,0,0,0,23.400000000000002,4,177.92000000000002
2012,1,9,1,30,0,0,0,23.400000000000002,4.3,167.93
2012,1,9,2,30,0,0,0,23.3,4.7,154.05
2012,1,9,3,30,0,0,0,23.200000000000003,5,140.22
2012,1,9,4,30,0,0,0,23.200000000000003,5.300000000000001,126.5
2012,1,9,5,30,0,0,0,23.1,5.4,112.95
2012,1,9,6,30,0,0,0,23.200000000000003,5.300000000000001,99.66
2012,1,9,7,30,39,309,20,23.400000000000002,5.4,86.55
2012,1,9,8,30,134,10,131,23.700000000000003,5.4,74.42
2012,1,9,9,30,153,1,152,24,5.2,63.14
2012,1,9,10,30,617,915,72,24.200000000000003,5.1000000000000005,53.47
2012,1,9,11,30,731,948,78,24.5,5,46.45
2012,1,9,12,30,775,956,80,24.700000000000003,4.9,43.410000000000004
2012,1,9,13,30,749,947,81,24.8,4.7,45.14
2012,1,9,14,30,650,907,82,24.900000000000002,4.7,51.18
2012,1,9,15,30,492,839,76,24.900000000000002,4.800000000000001,60.230000000000004
2012,1,9,16,30,292,711,63,24.700000000000003,5,71.14
2012,1,9,17,30,84,403,35,24.400000000000002,5.1000000000000005,83.12
2012,1,9,18,30,0,0,0,24.200000000000003,5.300000000000001,96
2012,1,9,19,30,0,0,0,24,5.4,109.2
2012,1,9,20,30,0,0,0,23.8,5.4,122.69
2012,1,9,21,30,0,0,0,23.700000000000003,5.300000000000001,136.38
2012,1,9,22,30,0,0,0,23.6,5.2,150.19
2012,1,9,23,30,0,0,0,23.5,4.9,164.07
2012,1,10,0,30,0,0,0,23.400000000000002,4.7,177.89000000000001
2012,1,10,1,30,0,0,0,23.3,4.5,168.03
2012,1,10,2,30,0,0,0,23.200000000000003,4.5,154.14000000000001
2012,1,10,3,30,0,0,0,23.1,4.5,140.3
2012,1,10,4,30,0,0,0,23.1,4.7,126.57000000000001
2012,1,10,5,30,0,0,0,23.1,4.9,113.01
2012,1,10,6,30,0,0,0,23.200000000000003,5.1000000000000005,99.7
2012,1,10,7,30,38,289,21,23.6,5.5,86.57000000000001
2012,1,10,8,30,239,698,51,23.900000000000002,5.800000000000001,74.42
2012,1,10,9,30,447,845,65,24.200000000000003,6,63.120000000000005
2012,1,10,10,30,617,912,73,24.400000000000002,5.9,53.410000000000004
2012,1,10,11,30,728,925,89,24.5,5.5,46.35
2012,1,10,12,30,774,936,92,24.6,5,43.26
2012,1,10,13,30,747,926,92,24.700000000000003,4.6000000000000005,44.97
2012,1,10,14,30,651,896,87,24.8,4.3,51
2012,1,10,15,30,495,835,78,24.8,4.2,60.06
2012,1,10,16,30,295,710,64,24.700000000000003,4.2,70.98
2012,1,10,17,30,86,406,36,24.5,4.4,82.97
2012,1,10,18,30,0,0,0,24.200000000000003,4.5,95.86
2012,1,10,19,30,0,0,0,24,4.7,109.07000000000001
2012,1,10,20,30,0,0,0,23.900000000000002,4.800000000000001,122.57000000000001
2012,1,10,21,30,0,0,0,23.700000000000003,4.800000000000001,136.26
2012,1,10,22,30,0,0,0,23.5,4.6000000000000005,150.08
2012,1,10,23,30,0,0,0,23.400000000000002,4.3,163.97
2012,1,11,0,30,0,0,0,23.3,4.1000000000000005,177.84
2012,1,11,1,30,0,0,0,23.200000000000003,3.9000000000000004,168.13
2012,1,11,2,30,0,0,0,23.1,3.8000000000000003,154.22
2012,1,11,3,30,0,0,0,23,3.7,140.37
2012,1,11,4,30,0,0,0,23,3.7,126.63000000000001
2012,1,11,5,30,0,0,0,23,3.8000000000000003,113.06
2012,1,11,6,30,0,0,0,23.1,3.8000000000000003,99.74000000000001
2012,1,11,7,30,39,321,20,23.400000000000002,4,86.60000000000001
2012,1,11,8,30,239,716,47,23.700000000000003,4.1000000000000005,74.42
2012,1,11,9,30,448,856,60,23.900000000000002,4.1000000000000005,63.09
2012,1,11,10,30,617,922,67,24,3.9000000000000004,53.35
2012,1,11,11,30,732,948,76,24.200000000000003,3.7,46.25
2012,1,11,12,30,666,468,324,24.400000000000002,3.4000000000000004,43.12
2012,1,11,13,30,754,955,77,24.700000000000003,3.1,44.800000000000004
2012,1,11,14,30,658,916,80,24.8,2.8000000000000003,50.82
2012,1,11,15,30,389,260,259,24.900000000000002,2.7,59.89
2012,1,11,16,30,175,23,168,24.8,2.5,70.81
2012,1,11,17,30,53,2,53,24.6,2.2,82.82000000000001
2012,1,11,18,30,0,0,0,24.3,2.1,95.72
2012,1,11,19,30,0,0,0,24.1,2.2,108.94
2012,1,11,20,30,0,0,0,24,2.2,122.45
2012,1,11,21,30,0,0,0,23.8,2.2,136.15
2012,1,11,22,30,0,0,0,23.6,2,149.98
2012,1,11,23,30,0,0,0,23.5,1.8,163.88
2012,1,12,0,30,0,0,0,23.400000000000002,1.6,177.79
2012,1,12,1,30,0,0,0,23.3,1.4000000000000001,168.22
2012,1,12,2,30,0,0,0,23.200000000000003,1.3,154.3
2012,1,12,3,30,0,0,0,23.1,1.1,140.44
2012,1,12,4,30,0,0,0,23,1,126.69
2012,1,12,5,30,0,0,0,23,1,113.11
2012,1,12,6,30,0,0,0,23.1,1.1,99.77
2012,1,12,7,30,14,0,14,23.3,1.4000000000000001,86.61
2012,1,12,8,30,62,0,62,23.5,1.4000000000000001,74.42
2012,1,12,9,30,271,57,245,23.8,1.3,63.06
2012,1,12,10,30,614,907,72,24.1,1.4000000000000001,53.28
2012,1,12,11,30,728,930,84,24.400000000000002,1.8,46.13
2012,1,12,12,30,776,944,85,24.6,2.4000000000000004,42.96
2012,1,12,13,30,752,938,84,24.700000000000003,2.9000000000000004,44.62
2012,1,12,14,30,435,119,359,24.700000000000003,3.4000000000000004,50.64
2012,1,12,15,30,122,0,121,24.6,3.5,59.71
2012,1,12,16,30,20,0,20,24.5,3.3000000000000003,70.65
2012,1,12,17,30,69,26,66,24.200000000000003,2.9000000000000004,82.67
2012,1,12,18,30,0,0,0,24,2.7,95.58
2012,1,12,19,30,0,0,0,23.900000000000002,2.9000000000000004,108.81
2012,1,12,20,30,0,0,0,23.700000000000003,3.1,122.33
2012,1,12,21,30,0,0,0,23.6,3.4000000000000004,136.04
2012,1,12,22,30,0,0,0,23.400000000000002,3.6,149.87
2012,1,12,23,30,0,0,0,23.3,3.7,163.78
2012,1,13,0,30,0,0,0,23.3,3.7,177.72
2012,1,13,1,30,0,0,0,23.3,3.6,168.3
2012,1,13,2,30,0,0,0,23.3,3.4000000000000004,154.38
2012,1,13,3,30,0,0,0,23.200000000000003,3.2,140.51
2012,1,13,4,30,0,0,0,23.200000000000003,3.1,126.75
2012,1,13,5,30,0,0,0,23.1,3,113.15
2012,1,13,6,30,0,0,0,23.1,3.1,99.8
2012,1,13,7,30,37,287,20,23.3,3.5,86.62
2012,1,13,8,30,238,699,50,23.400000000000002,3.8000000000000003,74.41
2012,1,13,9,30,214,19,205,23.400000000000002,3.8000000000000003,63.02
2012,1,13,10,30,329,52,298,23.400000000000002,3.7,53.21
2012,1,13,11,30,661,527,295,23.5,3.6,46.01
2012,1,13,12,30,451,92,383,23.8,3.4000000000000004,42.800000000000004
2012,1,13,13,30,754,927,91,23.900000000000002,3.4000000000000004,44.43
2012,1,13,14,30,507,256,344,24.1,3.4000000000000004,50.45
2012,1,13,15,30,463,579,169,24.200000000000003,3.2,59.53
2012,1,13,16,30,216,185,154,24.200000000000003,3,70.49
2012,1,13,17,30,64,18,62,24,2.8000000000000003,82.52
2012,1,13,18,30,0,0,0,23.900000000000002,3,95.43
2012,1,13,19,30,0,0,0,23.8,3.5,108.68
2012,1,13,20,30,0,0,0,23.700000000000003,3.6,122.2
2012,1,13,21,30,0,0,0,23.6,3.7,135.92000000000002
2012,1,13,22,30,0,0,0,23.5,3.8000000000000003,149.77
2012,1,13,23,30,0,0,0,23.3,3.6,163.69
2012,1,14,0,30,0,0,0,23.200000000000003,3.3000000000000003,177.65
2012,1,14,1,30,0,0,0,23.1,3,168.39000000000001
2012,1,14,2,30,0,0,0,23,2.7,154.45000000000002
2012,1,14,3,30,0,0,0,22.900000000000002,2.3000000000000003,140.57
2012,1,14,4,30,0,0,0,22.900000000000002,1.9000000000000001,126.8
2012,1,14,5,30,0,0,0,22.8,1.7000000000000002,113.19
2012,1,14,6,30,0,0,0,22.900000000000002,1.6,99.83
2012,1,14,7,30,37,267,21,23,1.5,86.63
2012,1,14,8,30,183,148,143,23.200000000000003,1.3,74.39
2012,1,14,9,30,264,100,219,23.400000000000002,1.4000000000000001,62.980000000000004
2012,1,14,10,30,480,430,222,23.700000000000003,2,53.120000000000005
2012,1,14,11,30,654,631,215,24,2.7,45.89
2012,1,14,12,30,571,315,339,24.200000000000003,3,42.63
2012,1,14,13,30,479,180,350,24.3,3.3000000000000003,44.24
2012,1,14,14,30,390,146,297,24.400000000000002,3.5,50.26
2012,1,14,15,30,186,13,180,24.400000000000002,3.4000000000000004,59.35
2012,1,14,16,30,210,551,24,24.3,3.1,70.32000000000001
2012,1,14,17,30,52,1,52,24.1,2.6,82.37
2012,1,14,18,30,0,0,0,24,2.6,95.29
2012,1,14,19,30,0,0,0,23.900000000000002,3.3000000000000003,108.54
2012,1,14,20,30,0,0,0,23.900000000000002,4.4,122.08
2012,1,14,21,30,0,0,0,23.900000000000002,5,135.81
2012,1,14,22,30,0,0,0,23.900000000000002,5,149.66
2012,1,14,23,30,0,0,0,23.900000000000002,4.4,163.59
2012,1,15,0,30,0,0,0,24,3.8000000000000003,177.56
2012,1,15,1,30,0,0,0,24,3.2,168.46
2012,1,15,2,30,0,0,0,24,2.9000000000000004,154.51
2012,1,15,3,30,0,0,0,24,2.9000000000000004,140.63
2012,1,15,4,30,0,0,0,23.900000000000002,3.2,126.84
2012,1,15,5,30,0,0,0,23.8,3.6,113.22
2012,1,15,6,30,0,0,0,23.900000000000002,4.2,99.85000000000001
2012,1,15,7,30,19,0,19,24.200000000000003,4.9,86.63
2012,1,15,8,30,119,6,117,24.5,5.7,74.37
2012,1,15,9,30,221,22,211,24.8,6.300000000000001,62.93
2012,1,15,10,30,195,1,195,25,6.6000000000000005,53.04
2012,1,15,11,30,718,895,94,25.1,6.800000000000001,45.75
2012,1,15,12,30,423,81,363,25.1,6.9,42.45
2012,1,15,13,30,353,23,336,25.1,6.9,44.050000000000004
2012,1,15,14,30,253,2,252,25.1,6.7,50.06
2012,1,15,15,30,96,0,96,25.1,6.4,59.160000000000004
2012,1,15,16,30,175,20,169,25,6,70.15
2012,1,15,17,30,34,1,34,24.8,5.4,82.22
2012,1,15,18,30,0,0,0,24.700000000000003,5.1000000000000005,95.15
2012,1,15,19,30,0,0,0,24.6,5.2,108.41
2012,1,15,20,30,0,0,0,24.6,5.300000000000001,121.96000000000001
2012,1,15,21,30,0,0,0,24.5,5.4,135.7
2012,1,15,22,30,0,0,0,24.5,5.800000000000001,149.56
2012,1,15,23,30,0,0,0,24.5,6,163.5
2012,1,16,0,30,0,0,0,24.400000000000002,6,177.46
2012,1,16,1,30,0,0,0,24.400000000000002,6,168.53
2012,1,16,2,30,0,0,0,24.3,5.9,154.58
2012,1,16,3,30,0,0,0,24.3,5.6000000000000005,140.68
2012,1,16,4,30,0,0,0,24.200000000000003,5.5,126.89
2012,1,16,5,30,0,0,0,24.200000000000003,5.5,113.25
2012,1,16,6,30,0,0,0,24.3,5.6000000000000005,99.86
2012,1,16,7,30,20,0,20,24.5,6,86.63
2012,1,16,8,30,158,124,125,24.8,6.300000000000001,74.35000000000001
2012,1,16,9,30,128,0,128,25,6.5,62.870000000000005
2012,1,16,10,30,282,18,271,25.200000000000003,6.6000000000000005,52.94
2012,1,16,11,30,374,117,292,25.3,6.7,45.61
2012,1,16,12,30,227,7,222,25.3,6.800000000000001,42.27
2012,1,16,13,30,151,0,151,25.3,6.9,43.84
2012,1,16,14,30,100,0,100,25.200000000000003,6.9,49.86
2012,1,16,15,30,123,0,123,25.1,6.800000000000001,58.980000000000004
2012,1,16,16,30,180,58,160,24.900000000000002,6.7,69.98
2012,1,16,17,30,94,373,43,24.8,6.7,82.06
2012,1,16,18,30,0,0,0,24.700000000000003,6.9,95.01
2012,1,16,19,30,0,0,0,24.6,7.2,108.28
2012,1,16,20,30,0,0,0,24.6,7,121.84
2012,1,16,21,30,0,0,0,24.6,6.6000000000000005,135.59
2012,1,16,22,30,0,0,0,24.6,6.2,149.46
2012,1,16,23,30,0,0,0,24.5,6.1000000000000005,163.4
2012,1,17,0,30,0,0,0,24.5,6.300000000000001,177.35
2012,1,17,1,30,0,0,0,24.5,6.4,168.6
2012,1,17,2,30,0,0,0,24.5,6.300000000000001,154.64000000000001
2012,1,17,3,30,0,0,0,24.5,6.1000000000000005,140.73
2012,1,17,4,30,0,0,0,24.5,6.1000000000000005,126.93
2012,1,17,5,30,0,0,0,24.5,6.2,113.28
2012,1,17,6,30,0,0,0,24.6,6.5,99.87
2012,1,17,7,30,16,0,16,24.8,6.800000000000001,86.62
2012,1,17,8,30,84,7,82,25,7.1000000000000005,74.32000000000001
2012,1,17,9,30,147,15,140,25.1,7.300000000000001,62.81
2012,1,17,10,30,320,92,264,25.200000000000003,7.4,52.84
2012,1,17,11,30,293,22,278,25.200000000000003,7.2,45.47
2012,1,17,12,30,184,0,184,25.1,7.1000000000000005,42.08
2012,1,17,13,30,261,11,254,25.1,7,43.63
2012,1,17,14,30,357,113,284,25,6.9,49.660000000000004
2012,1,17,15,30,153,0,153,24.900000000000002,6.6000000000000005,58.79
2012,1,17,16,30,185,52,167,24.8,6.300000000000001,69.8
2012,1,17,17,30,37,1,37,24.700000000000003,5.9,81.91
2012,1,17,18,30,0,0,0,24.6,5.6000000000000005,94.87
2012,1,17,19,30,0,0,0,24.6,5.300000000000001,108.15
2012,1,17,20,30,0,0,0,24.5,5.2,121.72
2012,1,17,21,30,0,0,0,24.5,5.2,135.48
2012,1,17,22,30,0,0,0,24.400000000000002,5.300000000000001,149.36
2012,1,17,23,30,0,0,0,24.400000000000002,5.4,163.31
